No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2303,2013,5,5,4,1,55,60,49,12,82.27,1019,15,SE,32,0,0
2304,2013,5,5,5,1,59,65,50,12,82.27,1019,15,SE,36,0,0
2305,2013,5,5,6,1,63,53,53,12,77.17,1020,16,SE,40,0,0
2306,2013,5,5,7,1,53,49,50,12,72.42,1020,17,SE,45,0,0
2307,2013,5,5,8,1,46,38,44,12,67.99,1021,18,SE,50,0,0
2308,2013,5,5,9,1,49,46,41,12,60.03,1021,20,SE,55,0,0
2309,2013,5,5,10,1,46,51,40,13,56.69,1021,22,NE,5,0,0
2310,2013,5,5,11,1,46,45,37,12,49.97,1021,23,SE,5,0,0
2311,2013,5,5,12,1,45,44,37,12,47.05,1020,24,SE,10,0,0
2312,2013,5,5,13,1,46,46,41,11,44.04,1019,24,SE,15,0,0
2313,2013,5,5,14,1,53,45,46,11,41.49,1019,25,SE,20,0,0
2314,2013,5,5,15,1,51,42,45,11,41.49,1018,25,SE,25,0,0
2315,2013,5,5,16,1,41,43,40,11,44.04,1018,24,NE,6,0,0
2316,2013,5,5,17,1,44,46,33,11,49.7,1018,22,SE,5,0,0
2317,2013,5,5,18,1,47,52,37,10,49.42,1018,21,SE,10,0,0
2318,2013,5,5,19,1,52,54,43,10,52.56,1018,20,SE,15,0,0
2319,2013,5,5,20,1,48,58,47,8,48.87,1019,19,SE,20,0,0
2320,2013,5,5,21,1,50,54,50,10,59.54,1019,18,SE,25,0,0
2321,2013,5,5,22,1,44,45,53,11,67.78,1019,17,SE,30,0,0
2322,2013,5,5,23,1,49,54,49,12,72.42,1018,17,SE,34,0,0
2323,2013,5,6,0,1,55,63,53,12,72.42,1018,17,SE,38,0,0
2324,2013,5,6,1,1,NA,58,65,12,72.42,1017,17,SE,42,0,0
2325,2013,5,6,2,1,62,60,71,12,77.17,1017,16,SE,46,0,0
2326,2013,5,6,3,1,59,55,63,13,82.4,1017,16,SE,50,0,0
2327,2013,5,6,4,1,56,68,59,13,77.32,1016,17,SE,55,0,0
2328,2013,5,6,5,1,65,75,65,13,82.4,1016,16,SE,60,0,0
2329,2013,5,6,6,1,67,68,63,13,77.32,1017,17,SE,64,0,0
2330,2013,5,6,7,1,66,66,62,13,77.32,1017,17,SE,69,0,0
2331,2013,5,6,8,1,67,60,60,14,72.78,1018,19,SE,74,0,0
2332,2013,5,6,9,1,63,57,58,15,82.65,1018,18,SE,78,0.2,0.2
2333,2013,5,6,10,1,58,57,55,15,82.65,1018,18,SE,82,0.9,1.1
2334,2013,5,6,11,1,57,50,47,15,82.65,1018,18,SE,86,0.9,2
2335,2013,5,6,12,1,56,47,45,16,88.11,1018,18,SE,90,2,4
2336,2013,5,6,13,1,57,53,40,16,88.11,1017,18,SE,94,1.5,5.5
2337,2013,5,6,14,1,50,42,33,16,88.11,1017,18,SE,98,1.8,7.3
2338,2013,5,6,15,1,48,41,35,16,88.11,1016,18,SE,102,0,0
2339,2013,5,6,16,1,44,48,33,16,88.11,1016,18,SE,105,0,0
2340,2013,5,6,17,1,45,41,24,16,88.11,1016,18,SE,109,0.1,0.1
2341,2013,5,6,18,1,41,41,27,16,93.84,1016,17,SE,114,0,0
2342,2013,5,6,19,1,39,39,30,15,88.02,1016,17,SE,119,0,0
2343,2013,5,6,20,1,38,36,34,15,88.02,1016,17,SE,123,0,0
2344,2013,5,6,21,1,39,37,30,16,93.84,1016,17,SE,128,0,0
2345,2013,5,6,22,1,35,33,23,16,88.11,1016,18,SE,131,0,0
2346,2013,5,6,23,1,38,43,NA,16,88.11,1017,18,NE,3,0,0
2347,2013,5,7,0,1,44,48,NA,16,88.11,1017,18,SE,3,0,0
2348,2013,5,7,1,1,52,61,40,16,88.11,1016,18,SE,8,0,0
2349,2013,5,7,2,1,58,56,47,15,88.02,1016,17,SE,13,0,0
2350,2013,5,7,3,1,56,57,52,15,88.02,1016,17,SE,18,0,0
2351,2013,5,7,4,1,56,63,55,15,88.02,1016,17,SE,23,0,0
2352,2013,5,7,5,1,58,56,53,15,88.02,1016,17,SE,27,0,0
2353,2013,5,7,6,1,51,46,44,14,77.48,1016,18,SE,31,0,0
2354,2013,5,7,7,1,48,55,45,14,77.48,1017,18,SE,35,0,0
2355,2013,5,7,8,1,48,53,47,14,72.78,1017,19,SE,40,0,0
2356,2013,5,7,9,1,49,46,46,14,72.78,1018,19,SE,46,0,0
2357,2013,5,7,10,1,49,56,41,14,68.4,1018,20,SE,52,0,0
2358,2013,5,7,11,1,54,45,41,14,64.32,1018,21,SE,58,0,0
2359,2013,5,7,12,1,51,60,43,14,56.95,1017,23,SE,64,0,0
2360,2013,5,7,13,1,50,47,44,13,53.36,1017,23,SE,70,0,0
2361,2013,5,7,14,1,49,38,41,13,53.36,1016,23,SE,75,0,0
2362,2013,5,7,15,1,48,44,40,11,46.78,1015,23,SE,81,0,0
2363,2013,5,7,16,1,43,37,30,6,33.34,1015,23,SE,87,0,0
2364,2013,5,7,17,1,40,41,27,7,37.95,1015,22,SE,92,0,0
2365,2013,5,7,18,1,41,42,32,7,40.34,1015,21,SE,97,0,0
2366,2013,5,7,19,1,46,52,38,9,49.15,1015,20,SE,102,0,0
2367,2013,5,7,20,1,51,54,41,10,52.56,1016,20,SE,107,0,0
2368,2013,5,7,21,1,47,53,47,13,68.2,1016,19,SE,112,0,0
2369,2013,5,7,22,1,49,58,43,14,77.48,1016,18,SE,118,0,0
2370,2013,5,7,23,1,54,56,46,14,77.48,1016,18,SE,124,0,0
2371,2013,5,8,0,1,60,45,51,14,77.48,1016,18,SE,130,0,0
2372,2013,5,8,1,1,NA,39,45,14,82.52,1015,17,SE,136,0,0
2373,2013,5,8,2,1,43,40,44,13,72.6,1015,18,SE,142,0,0
2374,2013,5,8,3,1,42,40,40,13,72.6,1015,18,SE,148,0,0
2375,2013,5,8,4,1,39,36,44,13,77.32,1015,17,SE,154,0,0
2376,2013,5,8,5,1,38,37,37,12,67.99,1015,18,SE,158,0,0
2377,2013,5,8,6,1,37,38,38,12,67.99,1015,18,SE,163,0,0
2378,2013,5,8,7,1,45,50,44,13,72.6,1016,18,SE,168,0,0
2379,2013,5,8,8,1,47,45,40,14,72.78,1016,19,SE,174,0,0
2380,2013,5,8,9,1,49,46,37,14,72.78,1016,19,SE,179,0,0
2381,2013,5,8,10,1,47,45,35,15,77.64,1016,19,SE,185,0.1,0.1
2382,2013,5,8,11,1,42,45,35,15,77.64,1016,19,SE,192,0.9,1
2383,2013,5,8,12,1,44,46,40,16,88.11,1015,18,SE,197,0.4,1.4
2384,2013,5,8,13,1,44,35,38,16,82.77,1015,19,SE,202,1.1,2.5
2385,2013,5,8,14,1,37,39,33,17,88.2,1014,19,SE,208,0.4,2.9
2386,2013,5,8,15,1,37,36,34,17,88.2,1013,19,SE,215,0,0
2387,2013,5,8,16,1,NA,24,21,13,64.09,1013,20,SE,222,0,0
2388,2013,5,8,17,1,28,26,23,15,72.96,1013,20,SE,230,0.1,0.1
2389,2013,5,8,18,1,26,27,21,16,88.11,1013,18,SE,238,0.6,0.7
2390,2013,5,8,19,1,30,34,17,16,88.11,1012,18,SE,245,0.2,0.9
2391,2013,5,8,20,1,26,27,19,16,88.11,1013,18,SE,252,0,0
2392,2013,5,8,21,1,27,27,21,16,88.11,1013,18,SE,259,0,0
2393,2013,5,8,22,1,31,33,24,17,88.2,1012,19,SE,265,0,0
2394,2013,5,8,23,1,35,32,NA,17,88.2,1012,19,SE,272,0,0
2395,2013,5,9,0,1,39,31,NA,17,88.2,1012,19,SE,277,0,0
2396,2013,5,9,1,1,39,34,33,18,93.94,1011,19,SE,283,0,0
2397,2013,5,9,2,1,36,26,36,17,88.2,1010,19,SE,288,0,0
2398,2013,5,9,3,1,36,37,39,17,82.89,1010,20,SE,293,0,0
2399,2013,5,9,4,1,43,45,41,18,88.28,1009,20,SE,297,0.1,0.1
2400,2013,5,9,5,1,45,44,44,18,88.28,1009,20,SE,301,0.3,0.4
2401,2013,5,9,6,1,48,49,44,18,88.28,1009,20,SE,306,0.1,0.5
2402,2013,5,9,7,1,51,50,46,18,88.28,1010,20,SW,4,0.9,1.4
2403,2013,5,9,8,1,49,36,50,19,93.98,1010,20,SE,4,0.9,2.3
2404,2013,5,9,9,1,49,48,46,19,93.98,1010,20,SE,10,6.2,8.5
2405,2013,5,9,10,1,40,32,40,19,93.98,1010,20,SE,14,1.2,9.7
2406,2013,5,9,11,1,42,44,47,20,94.03,1009,21,SE,18,0.8,10.5
2407,2013,5,9,12,1,54,52,NA,21,94.07,1008,22,SE,23,0.1,10.6
2408,2013,5,9,13,1,53,39,NA,21,88.54,1007,23,SW,6,0,0
2409,2013,5,9,14,1,NA,48,NA,21,88.54,1006,23,SW,12,0,0
2410,2013,5,9,15,1,NA,51,45,21,88.54,1006,23,SW,16,0.1,0.1
2411,2013,5,9,16,1,63,42,48,21,88.54,1005,23,SE,3,0.9,1
2412,2013,5,9,17,1,62,48,52,21,88.54,1005,23,SE,6,0,0
2413,2013,5,9,18,1,63,57,58,21,88.54,1005,23,SW,3,0,0
2414,2013,5,9,19,1,73,63,68,21,94.07,1005,22,SW,5,1.1,1.1
2415,2013,5,9,20,1,77,62,73,21,94.07,1006,22,SW,8,0,0
2416,2013,5,9,21,1,85,60,86,21,94.07,1007,22,SW,10,0,0
2417,2013,5,9,22,1,97,84,81,21,94.07,1007,22,NW,4,0.2,0.2
2418,2013,5,9,23,1,85,72,70,21,94.07,1007,22,NW,8,2.7,2.9
2419,2013,5,10,0,1,81,66,76,19,88.37,1008,21,NW,12,0,0
2420,2013,5,10,1,1,NA,82,90,19,93.98,1007,20,NW,16,0,0
2421,2013,5,10,2,1,92,74,83,19,93.98,1007,20,NW,20,0,0
2422,2013,5,10,3,1,95,92,82,18,93.94,1007,19,NW,26,0,0
2423,2013,5,10,4,1,94,66,83,17,88.2,1007,19,NW,31,0,0
2424,2013,5,10,5,1,62,51,58,17,88.2,1008,19,NW,37,0,0
2425,2013,5,10,6,1,NA,56,45,17,93.89,1008,18,NW,42,0,0
2426,2013,5,10,7,1,81,80,74,16,88.11,1009,18,NW,46,0,0
2427,2013,5,10,8,1,104,107,94,16,88.11,1009,18,NW,49,0,0
2428,2013,5,10,9,1,115,104,99,15,77.64,1009,19,NW,54,0,0
2429,2013,5,10,10,1,NA,99,102,16,77.79,1009,20,NW,59,0,0
2430,2013,5,10,11,1,NA,96,98,16,73.14,1009,21,NW,63,0,0
2431,2013,5,10,12,1,NA,110,108,16,68.81,1008,22,NW,67,0,0
2432,2013,5,10,13,1,NA,132,131,16,68.81,1008,22,NW,71,0,0
2433,2013,5,10,14,1,151,135,139,16,64.76,1007,23,NW,75,0,0
2434,2013,5,10,15,1,157,146,145,16,64.76,1007,23,NW,79,0,0
2435,2013,5,10,16,1,180,161,158,16,64.76,1007,23,NW,83,0,0
2436,2013,5,10,17,1,NA,165,NA,16,68.81,1006,22,NW,86,0,0
2437,2013,5,10,18,1,196,165,168,16,68.81,1007,22,NW,89,0,0
2438,2013,5,10,19,1,195,168,174,17,77.94,1007,21,NW,92,0,0
2439,2013,5,10,20,1,201,168,172,17,77.94,1008,21,NW,94,0,0
2440,2013,5,10,21,1,200,176,181,17,77.94,1008,21,SW,2,0.3,0.3
2441,2013,5,10,22,1,201,175,195,18,88.28,1008,20,SE,3,0,0
2442,2013,5,10,23,1,198,161,NA,18,93.94,1007,19,SE,7,0,0
2443,2013,5,11,0,1,204,156,NA,18,88.28,1009,20,NW,3,0,0
2444,2013,5,11,1,1,190,143,173,18,88.28,1008,20,SW,2,0,0
2445,2013,5,11,2,1,181,141,168,17,88.2,1007,19,SE,2,0,0
2446,2013,5,11,3,1,169,130,161,17,93.89,1007,18,NE,1,0,0
2447,2013,5,11,4,1,171,119,165,16,88.11,1007,18,cv,1,0,0
2448,2013,5,11,5,1,179,112,167,16,93.84,1007,17,SW,1,0,0
2449,2013,5,11,6,1,194,128,168,17,93.89,1007,18,SW,3,0,0
2450,2013,5,11,7,1,211,164,185,18,93.94,1008,19,SW,5,0,0
2451,2013,5,11,8,1,NA,189,203,18,88.28,1008,20,NW,3,0,0
2452,2013,5,11,9,1,NA,195,203,18,78.09,1008,22,NW,6,0,0
2453,2013,5,11,10,1,224,150,179,16,60.98,1008,24,NW,9,0,0
2454,2013,5,11,11,1,175,109,151,16,57.44,1007,25,NW,13,0,0
2455,2013,5,11,12,1,140,104,122,16,54.14,1007,26,SW,4,0,0
2456,2013,5,11,13,1,130,111,99,16,51.05,1006,27,SW,9,0,0
2457,2013,5,11,14,1,113,89,97,15,47.88,1006,27,SW,14,0,0
2458,2013,5,11,15,1,96,90,85,14,44.89,1006,27,NW,5,0,0
2459,2013,5,11,16,1,80,66,57,10,34.49,1005,27,NW,10,0,0
2460,2013,5,11,17,1,68,61,59,12,39.39,1005,27,NW,14,0,0
2461,2013,5,11,18,1,77,72,74,13,47.33,1005,25,SW,3,0,0
2462,2013,5,11,19,1,98,99,101,14,53.62,1006,24,SW,5,0,0
2463,2013,5,11,20,1,132,121,126,16,68.81,1006,22,SW,7,0,0
2464,2013,5,11,21,1,142,149,133,15,64.54,1007,22,SE,3,0,0
2465,2013,5,11,22,1,160,165,152,15,68.61,1007,21,SW,4,0,0
2466,2013,5,11,23,1,173,174,164,16,77.79,1007,20,SE,3,0,0
2467,2013,5,12,0,1,180,159,172,16,77.79,1007,20,SE,6,0,0
2468,2013,5,12,1,1,NA,152,165,16,82.77,1007,19,SE,9,0,0
2469,2013,5,12,2,1,165,146,156,16,82.77,1007,19,SW,3,0,0
2470,2013,5,12,3,1,162,136,149,15,77.64,1007,19,SE,2,0,0
2471,2013,5,12,4,1,163,137,150,15,82.65,1007,18,SE,4,0,0
2472,2013,5,12,5,1,155,137,156,15,82.65,1007,18,SE,6,0,0
2473,2013,5,12,6,1,158,143,150,16,82.77,1008,19,SE,8,0,0
2474,2013,5,12,7,1,158,137,149,17,77.94,1008,21,SW,3,0,0
2475,2013,5,12,8,1,158,121,139,17,64.98,1008,24,SW,6,0,0
2476,2013,5,12,9,1,134,98,124,16,51.05,1008,27,SW,10,0,0
2477,2013,5,12,10,1,120,93,113,15,42.62,1008,29,SW,14,0,0
2478,2013,5,12,11,1,90,63,76,15,42.62,1008,29,SW,18,0,0
2479,2013,5,12,12,1,76,54,63,12,33.11,1007,30,SW,21,0,0
2480,2013,5,12,13,1,65,50,59,11,29.27,1007,31,SW,26,0,0
2481,2013,5,12,14,1,64,51,62,10,27.38,1006,31,SE,5,0,0
2482,2013,5,12,15,1,52,42,60,9,27.11,1006,30,SW,6,0,0
2483,2013,5,12,16,1,60,64,58,11,30.99,1006,30,SW,11,0,0
2484,2013,5,12,17,1,70,57,71,13,37.44,1006,29,SW,16,0,0
2485,2013,5,12,18,1,65,58,66,10,34.49,1006,27,SE,5,0,0
2486,2013,5,12,19,1,NA,74,NA,11,41.49,1006,25,SE,9,0,0
2487,2013,5,12,20,1,92,84,90,14,53.62,1007,24,SE,15,0,0
2488,2013,5,12,21,1,81,68,79,14,56.95,1008,23,SE,20,0,0
2489,2013,5,12,22,1,65,NA,66,13,56.69,1008,22,SE,26,0,0
2490,2013,5,12,23,1,62,NA,61,13,60.27,1008,21,SE,31,0,0
2491,2013,5,13,0,1,67,NA,NA,14,64.32,1008,21,SE,37,0,0
2492,2013,5,13,1,1,64,NA,61,14,68.4,1008,20,SE,43,0,0
2493,2013,5,13,2,1,NA,NA,59,14,68.4,1007,20,SE,48,0,0
2494,2013,5,13,3,1,58,NA,59,15,72.96,1007,20,SE,52,0,0
2495,2013,5,13,4,1,57,NA,59,15,77.64,1007,19,SE,55,0,0
2496,2013,5,13,5,1,58,NA,58,15,77.64,1008,19,SE,58,0,0
2497,2013,5,13,6,1,57,NA,62,16,77.79,1008,20,SE,61,0,0
2498,2013,5,13,7,1,62,NA,67,16,73.14,1008,21,SE,65,0,0
2499,2013,5,13,8,1,72,71,69,17,64.98,1009,24,SE,68,0,0
2500,2013,5,13,9,1,81,69,74,17,57.69,1008,26,SE,71,0,0
2501,2013,5,13,10,1,87,78,82,17,51.31,1008,28,SE,74,0,0
2502,2013,5,13,11,1,86,77,86,17,45.72,1008,30,SE,77,0,0
2503,2013,5,13,12,1,81,71,83,10,27.38,1008,31,SE,81,0,0
2504,2013,5,13,13,1,63,63,77,15,38.01,1007,31,SE,85,0,0
2505,2013,5,13,14,1,68,70,69,15,40.24,1007,30,SE,91,0,0
2506,2013,5,13,15,1,73,60,72,17,45.72,1007,30,SE,98,0,0
2507,2013,5,13,16,1,67,51,62,16,45.44,1006,29,SE,105,0,0
2508,2013,5,13,17,1,66,56,66,18,57.93,1007,27,SE,111,0,0
2509,2013,5,13,18,1,59,33,62,18,65.19,1007,25,SE,117,0,0
2510,2013,5,13,19,1,49,43,56,18,69.2,1007,24,SE,124,0,0
2511,2013,5,13,20,1,43,43,48,18,73.5,1008,23,SE,129,0,0
2512,2013,5,13,21,1,43,41,47,18,73.5,1008,23,SE,134,0,0
2513,2013,5,13,22,1,42,32,42,18,78.09,1008,22,SE,140,0,0
2514,2013,5,13,23,1,39,36,37,18,78.09,1008,22,SE,146,0,0
2515,2013,5,14,0,1,36,31,36,18,83.01,1008,21,SE,153,0,0
2516,2013,5,14,1,1,NA,31,36,18,83.01,1008,21,SE,160,0,0
2517,2013,5,14,2,1,36,27,37,18,83.01,1007,21,SE,166,0,0
2518,2013,5,14,3,1,35,41,38,18,88.28,1007,20,SE,172,0,0
2519,2013,5,14,4,1,38,39,36,18,88.28,1007,20,SE,178,0,0
2520,2013,5,14,5,1,44,72,38,18,88.28,1007,20,SE,183,0,0
2521,2013,5,14,6,1,63,51,40,18,88.28,1008,20,SE,189,0,0
2522,2013,5,14,7,1,55,38,44,18,78.09,1008,22,SE,193,0,0
2523,2013,5,14,8,1,44,44,44,19,78.24,1008,23,SE,199,0,0
2524,2013,5,14,9,1,43,38,39,19,69.4,1008,25,SE,205,0,0
2525,2013,5,14,10,1,46,40,41,19,61.67,1008,27,SE,211,0,0
2526,2013,5,14,11,1,47,39,45,19,58.17,1008,28,SE,217,0,0
2527,2013,5,14,12,1,48,37,45,18,54.65,1007,28,SE,223,0,0
2528,2013,5,14,13,1,47,42,39,18,51.57,1007,29,SE,229,0,0
2529,2013,5,14,14,1,46,41,42,18,51.57,1006,29,SE,235,0,0
2530,2013,5,14,15,1,46,39,43,18,51.57,1006,29,SE,242,0,0
2531,2013,5,14,16,1,37,36,39,18,54.65,1006,28,SE,248,0,0
2532,2013,5,14,17,1,37,31,34,18,54.65,1006,28,SE,254,0,0
2533,2013,5,14,18,1,34,26,32,18,57.93,1006,27,SE,258,0,0
2534,2013,5,14,19,1,34,19,32,18,65.19,1006,25,SE,263,0,0
2535,2013,5,14,20,1,31,40,40,19,73.67,1007,24,SE,268,0,0
2536,2013,5,14,21,1,40,41,43,19,78.24,1007,23,SE,273,0,0
2537,2013,5,14,22,1,41,29,44,19,78.24,1008,23,SE,278,0,0
2538,2013,5,14,23,1,40,34,NA,20,88.45,1008,22,SE,283,0,0
2539,2013,5,15,0,1,39,30,NA,20,88.45,1008,22,SE,287,0,0
2540,2013,5,15,1,1,34,21,31,19,83.13,1008,22,SE,293,0,0
2541,2013,5,15,2,1,NA,15,21,20,88.45,1007,22,SE,300,0,0
2542,2013,5,15,3,1,NA,18,23,20,88.45,1007,22,SE,305,0,0
2543,2013,5,15,4,1,19,13,23,19,83.13,1007,22,SE,308,0,0
2544,2013,5,15,5,1,25,34,29,19,83.13,1007,22,NE,4,0,0
2545,2013,5,15,6,1,35,34,34,20,88.45,1008,22,NE,7,0,0
2546,2013,5,15,7,1,35,22,35,20,83.25,1008,23,NE,12,0,0
2547,2013,5,15,8,1,32,28,29,20,78.39,1008,24,NE,17,0,0
2548,2013,5,15,9,1,35,24,28,20,78.39,1009,24,NE,22,0,0
2549,2013,5,15,10,1,34,19,31,20,73.84,1009,25,NE,28,0,0
2550,2013,5,15,11,1,25,17,28,20,73.84,1009,25,SE,6,0,0
2551,2013,5,15,12,1,27,33,27,20,73.84,1008,25,NE,6,0,0
2552,2013,5,15,13,1,29,29,24,21,78.53,1008,25,NE,13,0,0
2553,2013,5,15,14,1,37,36,24,21,83.37,1008,24,NE,19,0,0
2554,2013,5,15,15,1,36,24,25,21,88.54,1007,23,NE,26,0,0
2555,2013,5,15,16,1,31,39,28,20,78.39,1007,24,NE,32,0,0
2556,2013,5,15,17,1,38,38,35,20,83.25,1007,23,NE,39,0,0
2557,2013,5,15,18,1,39,19,35,20,88.45,1007,22,NE,45,0.1,0.1
2558,2013,5,15,19,1,31,13,26,20,88.45,1007,22,NE,52,0.5,0.6
2559,2013,5,15,20,1,26,23,24,20,88.45,1008,22,NE,57,1.2,1.8
2560,2013,5,15,21,1,18,7,21,20,94.03,1008,21,NE,63,0.8,2.6
2561,2013,5,15,22,1,16,8,16,20,94.03,1009,21,NE,68,0,0
2562,2013,5,15,23,1,18,5,NA,19,88.37,1009,21,NE,73,0.2,0.2
2563,2013,5,16,0,1,14,6,NA,19,88.37,1008,21,NE,80,0.1,0.3
2564,2013,5,16,1,1,12,9,NA,19,93.98,1008,20,NE,85,0.5,0.8
2565,2013,5,16,2,1,13,10,NA,19,93.98,1007,20,NE,91,0.3,1.1
2566,2013,5,16,3,1,15,15,11,19,93.98,1007,20,NE,95,0,0
2567,2013,5,16,4,1,21,14,16,19,93.98,1007,20,NE,100,0.6,0.6
2568,2013,5,16,5,1,21,19,18,19,93.98,1007,20,NE,105,0.7,1.3
2569,2013,5,16,6,1,20,15,15,18,88.28,1008,20,NE,111,0.7,2
2570,2013,5,16,7,1,17,18,12,19,93.98,1008,20,NE,116,0.8,2.8
2571,2013,5,16,8,1,10,10,10,19,93.98,1009,20,NE,121,0.7,3.5
2572,2013,5,16,9,1,12,9,8,19,93.98,1009,20,NE,126,0.5,4
2573,2013,5,16,10,1,11,NA,8,19,88.37,1009,21,NE,132,3,7
2574,2013,5,16,11,1,14,NA,15,20,94.03,1009,21,NE,138,0.5,7.5
2575,2013,5,16,12,1,14,7,NA,20,94.03,1009,21,NE,143,0.5,8
2576,2013,5,16,13,1,14,20,NA,20,94.03,1009,21,NE,149,0.6,8.6
2577,2013,5,16,14,1,16,6,NA,19,88.37,1008,21,NE,155,0.7,9.3
2578,2013,5,16,15,1,13,10,11,19,88.37,1008,21,NE,161,3.1,12.4
2579,2013,5,16,16,1,12,13,10,19,88.37,1008,21,NE,168,2.1,14.5
2580,2013,5,16,17,1,14,20,14,19,88.37,1008,21,NE,175,1.2,15.7
2581,2013,5,16,18,1,20,31,21,19,93.98,1008,20,NE,182,0.2,15.9
2582,2013,5,16,19,1,33,39,27,19,93.98,1009,20,NE,189,0.1,16
2583,2013,5,16,20,1,38,41,33,19,93.98,1009,20,NE,198,0,0
2584,2013,5,16,21,1,40,39,39,18,88.28,1010,20,NE,205,0.7,0.7
2585,2013,5,16,22,1,35,31,34,18,88.28,1011,20,NE,211,0.2,0.9
2586,2013,5,16,23,1,26,21,NA,18,88.28,1010,20,NE,219,0.2,1.1
2587,2013,5,17,0,1,22,22,NA,18,88.28,1010,20,NE,226,0.6,1.7
2588,2013,5,17,1,1,21,20,21,18,88.28,1010,20,NE,233,0.5,2.2
2589,2013,5,17,2,1,17,19,13,18,88.28,1010,20,NE,237,4.3,6.5
2590,2013,5,17,3,1,11,10,NA,18,93.94,1009,19,NE,242,4.4,10.9
2591,2013,5,17,4,1,9,10,NA,18,93.94,1009,19,NE,247,1.2,12.1
2592,2013,5,17,5,1,11,9,11,17,88.2,1010,19,NE,253,2.1,14.2
2593,2013,5,17,6,1,15,23,17,17,88.2,1010,19,NE,258,1.6,15.8
2594,2013,5,17,7,1,17,29,19,17,88.2,1011,19,NE,264,1.2,17
2595,2013,5,17,8,1,22,27,21,18,93.94,1011,19,NE,270,0.3,17.3
2596,2013,5,17,9,1,22,26,20,18,93.94,1011,19,NE,276,1.1,18.4
2597,2013,5,17,10,1,22,34,22,18,93.94,1011,19,NE,282,0.9,19.3
2598,2013,5,17,11,1,26,29,23,19,93.98,1011,20,NE,288,0.8,20.1
2599,2013,5,17,12,1,30,33,25,18,88.28,1011,20,SE,6,0.9,21
2600,2013,5,17,13,1,32,31,29,18,88.28,1011,20,NE,5,1,22
2601,2013,5,17,14,1,29,32,30,19,93.98,1010,20,SE,6,0.9,22.9
2602,2013,5,17,15,1,32,40,35,18,88.28,1010,20,SE,11,0.2,23.1
2603,2013,5,17,16,1,35,27,37,19,93.98,1009,20,NE,4,0.8,23.9
2604,2013,5,17,17,1,28,24,27,18,88.28,1009,20,SE,4,0.7,24.6
2605,2013,5,17,18,1,30,39,29,18,93.94,1010,19,SE,7,1.1,25.7
2606,2013,5,17,19,1,45,49,42,18,93.94,1010,19,NE,4,0.3,26
2607,2013,5,17,20,1,51,52,44,18,93.94,1010,19,NE,7,0,0
2608,2013,5,17,21,1,52,44,44,18,88.28,1010,20,NE,12,0,0
2609,2013,5,17,22,1,48,42,43,18,88.28,1010,20,NE,17,0.1,0.1
2610,2013,5,17,23,1,49,49,43,18,88.28,1010,20,SE,5,0,0
2611,2013,5,18,0,1,49,27,44,18,93.94,1009,19,SE,9,0,0
2612,2013,5,18,1,1,NA,30,42,18,93.94,1008,19,SE,13,0,0
2613,2013,5,18,2,1,38,32,35,18,93.94,1008,19,SE,17,0.1,0.1
2614,2013,5,18,3,1,31,31,32,18,93.94,1008,19,SE,20,0.2,0.3
2615,2013,5,18,4,1,28,17,29,19,100,1007,19,SE,23,0.4,0.7
2616,2013,5,18,5,1,23,23,25,19,100,1007,19,SE,26,0.2,0.9
2617,2013,5,18,6,1,25,22,25,19,93.98,1007,20,SE,29,0,0
2618,2013,5,18,7,1,24,32,28,19,93.98,1007,20,SE,33,0.1,0.1
2619,2013,5,18,8,1,24,27,28,19,93.98,1006,20,SE,37,0.1,0.2
2620,2013,5,18,9,1,30,30,30,19,93.98,1006,20,SE,41,0,0
2621,2013,5,18,10,1,35,28,33,20,94.03,1006,21,SE,44,0.7,0.7
2622,2013,5,18,11,1,37,31,41,20,94.03,1006,21,SW,3,0.6,1.3
2623,2013,5,18,12,1,37,32,44,20,94.03,1005,21,SE,4,1,2.3
2624,2013,5,18,13,1,46,48,44,21,94.07,1004,22,SW,3,0.1,2.4
2625,2013,5,18,14,1,53,47,45,21,94.07,1004,22,SW,6,0,0
2626,2013,5,18,15,1,59,56,55,20,88.45,1003,22,SW,10,0,0
2627,2013,5,18,16,1,66,57,59,20,88.45,1003,22,SW,13,0,0
2628,2013,5,18,17,1,77,69,76,20,88.45,1002,22,SW,16,0,0
2629,2013,5,18,18,1,99,85,95,20,88.45,1003,22,SW,19,0,0
2630,2013,5,18,19,1,93,66,81,20,94.03,1003,21,NW,3,0,0
2631,2013,5,18,20,1,84,60,68,19,88.37,1003,21,NW,6,0,0
2632,2013,5,18,21,1,88,76,81,20,94.03,1003,21,NW,9,0,0
2633,2013,5,18,22,1,94,78,86,19,88.37,1004,21,NW,12,0,0
2634,2013,5,18,23,1,92,63,NA,19,88.37,1004,21,NW,16,0,0
2635,2013,5,19,0,1,80,63,NA,19,88.37,1004,21,NW,21,0,0
2636,2013,5,19,1,1,64,57,65,17,82.89,1003,20,NW,27,0,0
2637,2013,5,19,2,1,63,57,61,16,82.77,1003,19,NW,33,0,0
2638,2013,5,19,3,1,68,57,61,16,88.11,1004,18,NW,37,0,0
2639,2013,5,19,4,1,84,82,73,16,88.11,1004,18,NW,42,0,0
2640,2013,5,19,5,1,99,102,97,16,88.11,1004,18,NW,46,0,0
