No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
6938,2013,10,17,1,3,12,15,18,13,87.84,1026,15,SE,2,1,1.5
6939,2013,10,17,2,3,17,9,21,13,87.84,1026,15,cv,1,0.5,2
6940,2013,10,17,3,3,21,14,23,13,87.84,1025,15,cv,2,1.5,3.5
6941,2013,10,17,4,3,23,26,24,13,93.7,1025,14,cv,2,0.4,3.9
6942,2013,10,17,5,3,24,30,17,13,93.7,1025,14,cv,3,0.6,4.5
6943,2013,10,17,6,3,38,16,29,13,93.7,1025,14,cv,4,0.2,4.7
6944,2013,10,17,7,3,28,16,32,13,93.7,1026,14,cv,5,0.1,4.8
6945,2013,10,17,8,3,41,21,32,12,82.27,1026,15,SE,2,0,0
6946,2013,10,17,9,3,35,31,NA,13,87.84,1027,15,cv,0,0,0
6947,2013,10,17,10,3,46,48,NA,12,77.17,1027,16,cv,1,0,0
6948,2013,10,17,11,3,46,48,30,12,77.17,1027,16,cv,2,0,0
6949,2013,10,17,12,3,50,63,26,12,72.42,1026,17,cv,4,0,0
6950,2013,10,17,13,3,50,48,20,12,77.17,1025,16,NW,2,0,0
6951,2013,10,17,14,3,51,44,14,12,67.99,1024,18,NE,3,0,0
6952,2013,10,17,15,3,42,23,14,11,67.78,1023,17,NE,5,0,0
6953,2013,10,17,16,3,33,21,12,12,67.99,1023,18,NW,2,0,0
6954,2013,10,17,17,3,46,13,14,12,77.17,1023,16,cv,1,0.1,0.1
6955,2013,10,17,18,3,68,18,12,13,82.4,1023,16,cv,2,0,0
6956,2013,10,17,19,3,8,20,38,13,87.84,1024,15,cv,3,0,0
6957,2013,10,17,20,3,75,26,30,14,93.75,1024,15,cv,4,0,0
6958,2013,10,17,21,3,71,47,25,14,93.75,1024,15,cv,5,0,0
6959,2013,10,17,22,3,NA,NA,26,14,93.75,1025,15,cv,6,0,0
6960,2013,10,17,23,3,64,2,26,13,87.84,1025,15,NW,1,0,0
6961,2013,10,18,0,3,53,NA,27,14,93.75,1025,15,NW,2,0.1,0.1
6962,2013,10,18,1,3,41,38,NA,13,87.84,1025,15,cv,1,0.1,0.2
6963,2013,10,18,2,3,41,48,27,14,93.75,1024,15,cv,1,0.3,0.5
6964,2013,10,18,3,3,62,NA,20,14,93.75,1024,15,cv,1,0.2,0.7
6965,2013,10,18,4,3,57,21,NA,13,87.84,1024,15,NW,1,0.1,0.8
6966,2013,10,18,5,3,55,35,NA,13,93.7,1024,14,cv,0,0.1,0.9
6967,2013,10,18,6,3,88,31,NA,13,93.7,1024,14,NW,1,0,0
6968,2013,10,18,7,3,50,40,NA,13,87.84,1025,15,cv,1,0,0
6969,2013,10,18,8,3,54,5,NA,13,87.84,1025,15,NE,2,0,0
6970,2013,10,18,9,3,68,9,30,13,87.84,1026,15,cv,1,0,0
6971,2013,10,18,10,3,59,1,21,13,82.4,1027,16,cv,2,0,0
6972,2013,10,18,11,3,41,60,17,13,82.4,1027,16,cv,3,0,0
6973,2013,10,18,12,3,37,72,23,13,77.32,1027,17,cv,3,0,0
6974,2013,10,18,13,3,56,68,24,12,72.42,1025,17,cv,4,0,0
6975,2013,10,18,14,3,56,69,26,12,72.42,1025,17,cv,5,0,0
6976,2013,10,18,15,3,74,86,30,13,68.2,1024,19,cv,6,0,0
6977,2013,10,18,16,3,84,NA,40,12,67.99,1024,18,cv,7,0,0
6978,2013,10,18,17,3,85,93,46,12,67.99,1024,18,cv,7,0,0
6979,2013,10,18,18,3,93,95,NA,13,72.6,1024,18,cv,8,0,0
6980,2013,10,18,19,3,101,92,NA,13,77.32,1025,17,SW,2,0,0
6981,2013,10,18,20,3,108,109,NA,13,87.84,1026,15,SW,3,0,0
6982,2013,10,18,21,3,114,108,NA,14,93.75,1026,15,SW,4,0,0
6983,2013,10,18,22,3,104,128,NA,14,87.93,1027,16,cv,1,0,0
6984,2013,10,18,23,3,113,132,NA,13,82.4,1027,16,SW,1,0,0
6985,2013,10,19,0,3,111,136,NA,14,87.93,1026,16,SW,2,0,0
6986,2013,10,19,1,3,126,NA,NA,14,93.75,1026,15,cv,0,0.1,0.1
6987,2013,10,19,2,3,123,143,NA,14,93.75,1026,15,cv,0,0.1,0.2
6988,2013,10,19,3,3,123,134,62,14,93.75,1026,15,NW,1,0,0
6989,2013,10,19,4,3,119,126,62,14,93.75,1025,15,cv,1,0,0
6990,2013,10,19,5,3,114,121,61,14,93.75,1025,15,cv,1,0,0
6991,2013,10,19,6,3,115,62,67,14,93.75,1025,15,SW,1,0,0
6992,2013,10,19,7,3,120,61,50,14,93.75,1026,15,SE,2,0,0
6993,2013,10,19,8,3,121,56,NA,14,93.75,1026,15,cv,1,0,0
6994,2013,10,19,9,3,146,70,NA,14,87.93,1027,16,SW,1,0,0
6995,2013,10,19,10,3,97,96,NA,14,82.52,1027,17,SW,3,0,0
6996,2013,10,19,11,3,107,77,NA,14,77.48,1027,18,cv,1,0,0
6997,2013,10,19,12,3,100,84,NA,14,77.48,1026,18,cv,2,0,0
6998,2013,10,19,13,3,54,57,NA,13,64.09,1025,20,cv,3,0,0
6999,2013,10,19,14,3,64,53,NA,11,52.83,1024,21,cv,4,0,0
7000,2013,10,19,15,3,57,41,NA,12,56.44,1023,21,SE,2,0,0
7001,2013,10,19,16,3,53,38,NA,12,60.03,1023,20,NE,2,0,0
7002,2013,10,19,17,3,51,57,NA,11,56.19,1023,20,NE,5,0,0
7003,2013,10,19,18,3,59,73,NA,11,56.19,1023,20,NE,7,0,0
7004,2013,10,19,19,3,80,107,NA,13,68.2,1024,19,SE,2,0,0
7005,2013,10,19,20,3,92,118,60,13,68.2,1024,19,NE,2,0,0
7006,2013,10,19,21,3,99,120,NA,13,72.6,1024,18,cv,1,0,0
7007,2013,10,19,22,3,92,125,NA,14,82.52,1025,17,cv,1,0,0
7008,2013,10,19,23,3,95,128,NA,14,87.93,1025,16,cv,1,0,0
7009,2013,10,20,0,3,97,128,NA,14,87.93,1024,16,cv,1,0,0
7010,2013,10,20,1,3,101,120,NA,14,87.93,1024,16,cv,1,0,0
7011,2013,10,20,2,3,108,123,NA,14,87.93,1023,16,cv,1,0,0
7012,2013,10,20,3,3,108,123,NA,14,82.52,1023,17,SE,1,0,0
7013,2013,10,20,4,3,102,125,76,14,87.93,1023,16,cv,1,0,0
7014,2013,10,20,5,3,97,119,78,14,87.93,1022,16,cv,2,0,0
7015,2013,10,20,6,3,95,188,NA,14,87.93,1022,16,cv,2,0,0
7016,2013,10,20,7,3,99,186,NA,14,87.93,1022,16,cv,3,0,0
7017,2013,10,20,8,3,154,117,NA,13,77.32,1023,17,cv,4,0,0
7018,2013,10,20,9,3,153,109,NA,14,87.93,1023,16,SW,1,0,0
7019,2013,10,20,10,3,166,109,NA,14,82.52,1024,17,cv,1,0,0
7020,2013,10,20,11,3,173,105,NA,14,82.52,1023,17,cv,2,0,0
7021,2013,10,20,12,3,179,94,NA,14,77.48,1023,18,cv,3,0,0
7022,2013,10,20,13,3,147,72,52,14,77.48,1022,18,NW,2,0,0
7023,2013,10,20,14,3,78,76,33,14,82.52,1022,17,NE,4,0,0
7024,2013,10,20,15,3,52,75,NA,14,87.93,1021,16,SE,3,0.2,0.2
7025,2013,10,20,16,3,64,77,37,14,87.93,1020,16,SW,2,0.5,0.7
7026,2013,10,20,17,3,62,68,NA,14,87.93,1021,16,SW,3,0,0
7027,2013,10,20,18,3,55,53,NA,14,87.93,1021,16,NW,1,0,0
7028,2013,10,20,19,3,82,68,NA,14,87.93,1022,16,cv,1,0,0
7029,2013,10,20,20,3,106,83,NA,14,87.93,1022,16,cv,2,0,0
7030,2013,10,20,21,3,106,96,NA,14,87.93,1023,16,cv,3,0.1,0.1
7031,2013,10,20,22,3,105,95,NA,14,87.93,1024,16,cv,4,0.2,0.3
7032,2013,10,20,23,3,109,83,NA,14,87.93,1024,16,cv,5,0.4,0.7
7033,2013,10,21,0,3,109,65,54,14,93.75,1024,15,cv,6,0.1,0.8
7034,2013,10,21,1,3,109,67,59,14,93.75,1024,15,cv,6,0,0
7035,2013,10,21,2,3,109,79,72,14,93.75,1024,15,NW,1,0,0
7036,2013,10,21,3,3,99,71,71,14,93.75,1023,15,cv,1,0,0
7037,2013,10,21,4,3,90,60,57,14,93.75,1022,15,cv,2,0,0
7038,2013,10,21,5,3,89,55,60,13,87.84,1022,15,SW,1,0,0
7039,2013,10,21,6,3,92,51,59,13,93.7,1022,14,SW,2,0,0
7040,2013,10,21,7,3,102,51,78,13,93.7,1022,14,cv,1,0,0
7041,2013,10,21,8,3,122,78,100,14,93.75,1022,15,cv,2,0,0
7042,2013,10,21,9,3,95,110,57,13,87.84,1023,15,SW,1,0,0
7043,2013,10,21,10,3,79,80,NA,13,82.4,1023,16,SW,3,0,0
7044,2013,10,21,11,3,81,82,NA,14,82.52,1023,17,cv,1,0,0
7045,2013,10,21,12,3,81,82,NA,14,72.78,1023,19,cv,2,0,0
7046,2013,10,21,13,3,71,55,NA,12,60.03,1021,20,cv,3,0,0
7047,2013,10,21,14,3,67,50,NA,13,60.27,1020,21,cv,4,0,0
7048,2013,10,21,15,3,67,50,NA,13,64.09,1019,20,cv,5,0,0
7049,2013,10,21,16,3,52,51,NA,12,60.03,1019,20,SE,2,0,0
7050,2013,10,21,17,3,54,60,NA,12,60.03,1019,20,cv,1,0,0
7051,2013,10,21,18,3,54,87,29,13,68.2,1020,19,SW,1,0,0
7052,2013,10,21,19,3,60,99,NA,13,72.6,1020,18,SW,2,0,0
7053,2013,10,21,20,3,69,95,NA,13,72.6,1021,18,SW,4,0,0
7054,2013,10,21,21,3,77,100,NA,14,82.52,1021,17,SW,5,0.1,0.1
7055,2013,10,21,22,3,108,97,NA,13,72.6,1022,18,SW,7,0,0
7056,2013,10,21,23,3,117,100,NA,14,87.93,1022,16,SW,9,0,0
7057,2013,10,22,0,3,109,99,NA,13,77.32,1022,17,cv,1,0,0
7058,2013,10,22,1,3,120,109,NA,14,87.93,1022,16,SW,1,0,0
7059,2013,10,22,2,3,117,114,NA,14,87.93,1022,16,cv,1,0,0
7060,2013,10,22,3,3,115,123,NA,14,87.93,1022,16,SW,2,0,0
7061,2013,10,22,4,3,123,122,NA,14,93.75,1022,15,cv,1,0,0
7062,2013,10,22,5,3,115,104,NA,14,93.75,1022,15,cv,2,0.2,0.2
7063,2013,10,22,6,3,129,117,NA,14,93.75,1022,15,cv,3,0.1,0.3
7064,2013,10,22,7,3,121,106,NA,14,93.75,1023,15,cv,3,0,0
7065,2013,10,22,8,3,112,119,NA,14,87.93,1024,16,cv,3,0,0
7066,2013,10,22,9,3,103,116,NA,15,93.8,1025,16,cv,3,0,0
7067,2013,10,22,10,3,99,126,NA,15,88.02,1025,17,SW,2,0,0
7068,2013,10,22,11,3,94,113,NA,15,77.64,1025,19,cv,1,0,0
7069,2013,10,22,12,3,96,94,NA,13,64.09,1025,20,cv,2,0,0
7070,2013,10,22,13,3,82,86,NA,12,53.1,1024,22,cv,3,0,0
7071,2013,10,22,14,3,NA,NA,39,12,49.97,1023,23,cv,4,0,0
7072,2013,10,22,15,3,68,47,42,11,49.7,1022,22,cv,5,0,0
7073,2013,10,22,16,3,63,55,39,12,49.97,1022,23,cv,6,0,0
7074,2013,10,22,17,3,59,50,38,11,49.7,1022,22,SE,2,0,0
7075,2013,10,22,18,3,64,89,42,13,64.09,1022,20,SW,1,0,0
7076,2013,10,22,19,3,86,104,52,13,72.6,1023,18,SW,2,0,0
7077,2013,10,22,20,3,NA,NA,48,13,72.6,1023,18,cv,1,0,0
7078,2013,10,22,21,3,90,123,56,13,82.4,1024,16,SW,1,0,0
7079,2013,10,22,22,3,98,117,55,13,82.4,1024,16,cv,1,0,0
7080,2013,10,22,23,3,107,132,71,13,82.4,1024,16,cv,1,0,0
7081,2013,10,23,0,3,132,165,87,14,87.93,1024,16,cv,1,0,0
7082,2013,10,23,1,3,134,165,91,13,87.84,1023,15,SE,1,0,0
7083,2013,10,23,2,3,143,175,95,14,93.75,1023,15,cv,1,0,0
7084,2013,10,23,3,3,142,149,95,13,82.4,1023,16,cv,2,0,0
7085,2013,10,23,4,3,150,131,90,14,93.75,1022,15,cv,3,0,0
7086,2013,10,23,5,3,144,123,87,13,87.84,1022,15,cv,3,0,0
7087,2013,10,23,6,3,145,120,85,13,93.7,1022,14,cv,3,0,0
7088,2013,10,23,7,3,149,103,NA,13,93.7,1023,14,cv,3,0,0
7089,2013,10,23,8,3,173,117,NA,14,93.75,1024,15,NW,1,0,0
7090,2013,10,23,9,3,165,144,NA,15,88.02,1024,17,cv,1,0,0
7091,2013,10,23,10,3,138,134,100,14,68.4,1025,20,cv,1,0,0
7092,2013,10,23,11,3,127,102,84,14,64.32,1024,21,cv,2,0,0
7093,2013,10,23,12,3,98,80,62,14,60.51,1023,22,SW,2,0,0
7094,2013,10,23,13,3,102,84,46,12,49.97,1022,23,cv,1,0,0
7095,2013,10,23,14,3,69,54,39,11,44.04,1021,24,cv,2,0,0
7096,2013,10,23,15,3,55,59,35,11,44.04,1021,24,cv,3,0,0
7097,2013,10,23,16,3,63,57,39,11,44.04,1020,24,cv,4,0,0
7098,2013,10,23,17,3,56,59,42,12,49.97,1020,23,cv,5,0,0
7099,2013,10,23,18,3,71,65,NA,14,60.51,1021,22,cv,5,0,0
7100,2013,10,23,19,3,88,78,NA,14,72.78,1021,19,cv,5,0,0
7101,2013,10,23,20,3,112,103,NA,14,77.48,1022,18,SW,1,0,0
7102,2013,10,23,21,3,101,119,NA,14,77.48,1023,18,cv,0,0,0
7103,2013,10,23,22,3,96,128,63,14,82.52,1023,17,cv,1,0,0
7104,2013,10,23,23,3,105,127,68,14,82.52,1023,17,cv,1,0,0
7105,2013,10,24,0,3,103,129,63,13,77.32,1022,17,cv,2,0,0
7106,2013,10,24,1,3,105,118,73,13,87.84,1022,15,cv,3,0,0
7107,2013,10,24,2,3,117,105,NA,14,93.75,1022,15,cv,3,0,0
7108,2013,10,24,3,3,111,107,NA,13,87.84,1022,15,cv,4,0,0
7109,2013,10,24,4,3,110,101,NA,13,93.7,1022,14,cv,5,0,0
7110,2013,10,24,5,3,109,96,NA,13,93.7,1022,14,cv,5,0,0
7111,2013,10,24,6,3,120,94,NA,12,93.65,1022,13,cv,6,0,0
7112,2013,10,24,7,3,195,90,82,12,93.65,1022,13,cv,6,0,0
7113,2013,10,24,8,3,219,93,NA,14,93.75,1023,15,SW,1,0,0
7114,2013,10,24,9,3,225,108,NA,14,87.93,1024,16,SW,2,0,0
7115,2013,10,24,10,3,249,145,NA,15,88.02,1024,17,SW,4,0,0
7116,2013,10,24,11,3,234,178,NA,15,82.65,1024,18,cv,1,0,0
7117,2013,10,24,12,3,191,186,NA,15,72.96,1023,20,cv,1,0,0
7118,2013,10,24,13,3,180,155,68,13,56.69,1021,22,SW,3,0,0
7119,2013,10,24,14,3,129,131,69,13,53.36,1020,23,SW,4,0,0
7120,2013,10,24,15,3,112,122,NA,11,41.49,1019,25,SE,2,0,0
7121,2013,10,24,16,3,100,106,58,13,50.24,1019,24,SW,3,0,0
7122,2013,10,24,17,3,86,88,NA,12,49.97,1019,23,cv,1,0,0
7123,2013,10,24,18,3,77,91,NA,13,56.69,1019,22,SW,1,0,0
7124,2013,10,24,19,3,80,102,NA,14,77.48,1019,18,SW,2,0,0
7125,2013,10,24,20,3,90,109,NA,14,82.52,1020,17,cv,0,0,0
7126,2013,10,24,21,3,107,120,61,14,87.93,1020,16,cv,0,0,0
7127,2013,10,24,22,3,122,129,86,14,87.93,1021,16,cv,1,0,0
7128,2013,10,24,23,3,115,146,82,14,87.93,1021,16,cv,1,0,0
7129,2013,10,25,0,3,126,143,81,14,93.75,1021,15,cv,1,0,0
7130,2013,10,25,1,3,123,151,86,13,93.7,1021,14,SW,1,0,0
7131,2013,10,25,2,3,123,151,87,13,93.7,1021,14,cv,0,0,0
7132,2013,10,25,3,3,161,214,96,12,87.75,1021,14,SW,1,0,0
7133,2013,10,25,4,3,179,168,102,14,93.75,1021,15,SW,2,0,0
7134,2013,10,25,5,3,159,154,91,14,93.75,1021,15,cv,0,0,0
7135,2013,10,25,6,3,143,140,76,14,93.75,1021,15,SW,1,0,0
7136,2013,10,25,7,3,166,125,74,13,87.84,1021,15,cv,1,0,0
7137,2013,10,25,8,3,173,122,NA,14,93.75,1022,15,cv,2,0,0
7138,2013,10,25,9,3,165,136,94,15,82.65,1023,18,NW,1,0,0
7139,2013,10,25,10,3,173,148,NA,14,68.4,1023,20,cv,0,0,0
7140,2013,10,25,11,3,111,139,55,13,56.69,1023,22,cv,1,0,0
7141,2013,10,25,12,3,97,99,NA,12,53.1,1022,22,SE,2,0,0
7142,2013,10,25,13,3,79,96,NA,11,46.78,1021,23,SW,2,0,0
7143,2013,10,25,14,3,79,96,NA,11,44.04,1019,24,cv,2,0,0
7144,2013,10,25,15,3,71,82,NA,11,46.78,1018,23,cv,3,0,0
7145,2013,10,25,16,3,82,79,NA,11,49.7,1018,22,SW,2,0,0
7146,2013,10,25,17,3,126,138,NA,13,64.09,1018,20,NW,3,0,0
7147,2013,10,25,18,3,119,168,NA,13,64.09,1018,20,NW,5,0,0
7148,2013,10,25,19,3,112,134,NA,13,68.2,1019,19,cv,1,0,0
7149,2013,10,25,20,3,121,183,NA,14,72.78,1019,19,cv,2,0,0
7150,2013,10,25,21,3,126,183,NA,13,72.6,1019,18,cv,3,0,0
7151,2013,10,25,22,3,169,205,NA,13,72.6,1020,18,NW,1,0,0
7152,2013,10,25,23,3,185,232,NA,14,77.48,1020,18,NW,2,0,0
7153,2013,10,26,0,3,185,232,NA,14,77.48,1019,18,cv,1,0.3,0.3
7154,2013,10,26,1,3,178,208,NA,13,72.6,1019,18,cv,2,0.1,0.4
7155,2013,10,26,2,3,169,209,NA,13,72.6,1019,18,cv,3,0,0
7156,2013,10,26,3,3,141,189,NA,13,77.32,1019,17,cv,4,0,0
7157,2013,10,26,4,3,127,162,NA,13,77.32,1019,17,cv,5,0,0
7158,2013,10,26,5,3,114,155,NA,13,77.32,1018,17,SW,2,0,0
7159,2013,10,26,6,3,111,149,NA,13,77.32,1018,17,cv,1,0,0
7160,2013,10,26,7,3,109,145,NA,13,77.32,1019,17,cv,2,0,0
7161,2013,10,26,8,3,96,155,NA,13,77.32,1019,17,cv,3,0,0
7162,2013,10,26,9,3,100,157,NA,14,82.52,1020,17,SW,2,0,0
7163,2013,10,26,10,3,109,147,84,13,77.32,1021,17,cv,1,0,0
7164,2013,10,26,11,3,112,134,NA,13,77.32,1021,17,cv,2,0,0
7165,2013,10,26,12,3,98,128,NA,14,77.48,1020,18,cv,2,0,0
7166,2013,10,26,13,3,88,107,NA,12,60.03,1019,20,NE,2,0,0
7167,2013,10,26,14,3,70,95,58,12,60.03,1018,20,cv,0,0,0
7168,2013,10,26,15,3,73,88,NA,14,64.32,1017,21,cv,1,0,0
7169,2013,10,26,16,3,67,90,NA,12,56.44,1017,21,NW,3,0,0
7170,2013,10,26,17,3,65,112,NA,12,60.03,1017,20,SE,3,0,0
7171,2013,10,26,18,3,92,137,NA,13,68.2,1017,19,SE,6,0.2,0.2
7172,2013,10,26,19,3,87,127,78,14,82.52,1018,17,cv,1,0,0
7173,2013,10,26,20,3,97,134,NA,15,88.02,1018,17,SW,1,0,0
7174,2013,10,26,21,3,96,133,83,15,88.02,1019,17,cv,0,0,0
7175,2013,10,26,22,3,108,142,NA,13,77.32,1019,17,NE,2,0.6,0.6
7176,2013,10,26,23,3,118,156,NA,13,77.32,1020,17,SE,1,2.4,3
7177,2013,10,27,0,3,111,150,NA,14,87.93,1020,16,cv,1,0.5,3.5
7178,2013,10,27,1,3,129,131,85,14,93.75,1019,15,cv,1,0,0
7179,2013,10,27,2,3,122,140,NA,14,93.75,1019,15,NW,1,0,0
7180,2013,10,27,3,3,123,148,NA,14,93.75,1019,15,cv,1,0,0
7181,2013,10,27,4,3,119,159,NA,14,93.75,1018,15,NW,1,0,0
7182,2013,10,27,5,3,112,154,NA,14,93.75,1018,15,cv,0,0.1,0.1
7183,2013,10,27,6,3,112,154,NA,14,93.75,1018,15,cv,1,0,0
7184,2013,10,27,7,3,106,139,NA,14,93.75,1019,15,SW,1,0,0
7185,2013,10,27,8,3,117,129,NA,14,93.75,1020,15,SW,2,0,0
7186,2013,10,27,9,3,121,176,NA,14,87.93,1020,16,SW,3,0,0
7187,2013,10,27,10,3,137,165,NA,14,87.93,1020,16,SW,5,0,0
7188,2013,10,27,11,3,138,163,NA,15,88.02,1020,17,SW,7,0,0
7189,2013,10,27,12,3,138,174,NA,14,72.78,1019,19,cv,1,0,0
7190,2013,10,27,13,3,140,176,NA,13,68.2,1018,19,cv,2,0,0
7191,2013,10,27,14,3,131,172,NA,13,64.09,1017,20,cv,3,0,0
7192,2013,10,27,15,3,133,167,NA,13,64.09,1016,20,cv,4,0,0
7193,2013,10,27,16,3,128,152,NA,12,60.03,1016,20,cv,5,0,0
7194,2013,10,27,17,3,133,147,NA,12,60.03,1016,20,cv,6,0,0
7195,2013,10,27,18,3,138,150,NA,14,72.78,1016,19,SW,1,0,0
7196,2013,10,27,19,3,139,159,NA,14,77.48,1017,18,SW,2,0,0
7197,2013,10,27,20,3,141,156,NA,14,82.52,1017,17,SW,3,0,0
7198,2013,10,27,21,3,150,153,NA,14,82.52,1018,17,SW,4,0,0
7199,2013,10,27,22,3,145,164,NA,14,82.52,1019,17,SW,6,0,0
7200,2013,10,27,23,3,156,139,NA,14,82.52,1019,17,SW,8,0,0
7201,2013,10,28,0,3,156,139,59,14,82.52,1019,17,SE,2,0.1,0.1
7202,2013,10,28,1,3,95,109,NA,14,82.52,1019,17,SE,4,0,0
7203,2013,10,28,2,3,95,109,NA,14,82.52,1019,17,cv,1,0.1,0.1
7204,2013,10,28,3,3,91,114,NA,13,77.32,1019,17,cv,2,0.1,0.2
7205,2013,10,28,4,3,93,113,NA,14,87.93,1018,16,SW,2,0,0
7206,2013,10,28,5,3,98,114,NA,14,87.93,1018,16,SW,4,1.3,1.3
7207,2013,10,28,6,3,124,114,NA,14,87.93,1018,16,cv,1,0.6,1.9
7208,2013,10,28,7,3,116,130,NA,14,87.93,1019,16,cv,2,0,0
7209,2013,10,28,8,3,113,128,NA,14,93.75,1019,15,cv,3,0,0
7210,2013,10,28,9,3,113,127,NA,15,93.8,1020,16,NW,1,0,0
7211,2013,10,28,10,3,116,136,75,15,93.8,1020,16,cv,1,0,0
7212,2013,10,28,11,3,117,143,NA,14,87.93,1020,16,NE,2,0,0
7213,2013,10,28,12,3,132,144,NA,14,82.52,1019,17,NE,4,0,0
7214,2013,10,28,13,3,143,125,NA,14,87.93,1019,16,cv,1,0,0
7215,2013,10,28,14,3,132,124,NA,14,82.52,1018,17,SE,2,0,0
7216,2013,10,28,15,3,NA,NA,80,14,87.93,1017,16,SE,4,0,0
7217,2013,10,28,16,3,125,127,NA,14,87.93,1017,16,cv,1,0,0
7218,2013,10,28,17,3,118,116,NA,14,93.75,1017,15,NW,2,0.4,0.4
7219,2013,10,28,18,3,118,109,NA,14,93.75,1017,15,cv,1,0.2,0.6
7220,2013,10,28,19,3,121,119,NA,14,93.75,1018,15,cv,2,0.2,0.8
7221,2013,10,28,20,3,117,128,NA,14,93.75,1018,15,SW,1,0.1,0.9
7222,2013,10,28,21,3,118,135,NA,14,93.75,1019,15,cv,1,0.8,1.7
7223,2013,10,28,22,3,112,135,NA,14,93.75,1020,15,cv,2,1.7,3.4
7224,2013,10,28,23,3,97,128,NA,14,93.75,1020,15,NW,2,1.1,4.5
7225,2013,10,29,0,3,90,111,NA,14,93.75,1020,15,NW,4,0.1,4.6
7226,2013,10,29,1,3,90,111,NA,13,93.7,1020,14,NW,6,0.2,4.8
7227,2013,10,29,2,3,77,109,NA,13,93.7,1019,14,cv,1,0.1,4.9
7228,2013,10,29,3,3,77,109,NA,13,93.7,1019,14,cv,2,0,0
7229,2013,10,29,4,3,71,91,NA,13,93.7,1018,14,cv,3,0,0
7230,2013,10,29,5,3,77,86,NA,13,93.7,1018,14,NW,1,0,0
7231,2013,10,29,6,3,79,87,NA,13,93.7,1019,14,cv,1,0,0
7232,2013,10,29,7,3,80,79,NA,13,93.7,1019,14,cv,1,0.1,0.1
7233,2013,10,29,8,3,78,87,NA,13,93.7,1020,14,SW,1,0,0
7234,2013,10,29,9,3,NA,NA,NA,13,93.7,1021,14,cv,1,0,0
7235,2013,10,29,10,3,87,88,NA,13,87.84,1021,15,SW,2,0,0
7236,2013,10,29,11,3,100,69,NA,13,87.84,1021,15,cv,1,0,0
7237,2013,10,29,12,3,91,65,NA,13,87.84,1020,15,cv,2,0,0
7238,2013,10,29,13,3,91,65,NA,13,87.84,1019,15,SW,2,0,0
7239,2013,10,29,14,3,85,65,NA,13,82.4,1018,16,SW,3,0,0
7240,2013,10,29,15,3,73,50,NA,13,82.4,1018,16,cv,1,0,0
7241,2013,10,29,16,3,70,51,NA,13,82.4,1017,16,cv,2,0,0
7242,2013,10,29,17,3,84,59,45,13,82.4,1017,16,cv,3,0,0
7243,2013,10,29,18,3,77,70,44,13,87.84,1017,15,NW,1,0,0
7244,2013,10,29,19,3,61,77,62,13,87.84,1018,15,NW,2,0,0
7245,2013,10,29,20,3,53,82,46,13,87.84,1019,15,NW,4,0.6,0.6
7246,2013,10,29,21,3,39,50,23,12,77.17,1020,16,NW,6,0,0
7247,2013,10,29,22,3,52,37,21,13,87.84,1020,15,cv,1,0,0
7248,2013,10,29,23,3,36,37,26,13,87.84,1020,15,cv,2,0,0
7249,2013,10,30,0,3,47,30,23,12,82.27,1019,15,NW,2,0,0
7250,2013,10,30,1,3,35,31,32,13,87.84,1019,15,cv,1,0,0
7251,2013,10,30,2,3,26,27,NA,13,87.84,1018,15,cv,2,0,0
7252,2013,10,30,3,3,23,20,NA,13,87.84,1018,15,cv,3,0,0
7253,2013,10,30,4,3,14,13,NA,12,82.27,1018,15,NW,2,0,0
7254,2013,10,30,5,3,14,10,NA,11,77.01,1017,15,NE,4,0,0
7255,2013,10,30,6,3,23,12,NA,11,77.01,1018,15,NE,8,0,0
7256,2013,10,30,7,3,26,15,NA,12,82.27,1018,15,cv,1,0,0
7257,2013,10,30,8,3,20,12,NA,12,87.75,1019,14,cv,2,0,0
7258,2013,10,30,9,3,15,11,NA,11,72.23,1019,16,NE,3,0.7,0.7
7259,2013,10,30,10,3,25,14,NA,12,82.27,1020,15,NW,4,0,0
7260,2013,10,30,11,3,23,24,NA,12,77.17,1020,16,NE,3,0,0
7261,2013,10,30,12,3,28,36,NA,12,67.99,1019,18,NE,7,0,0
7262,2013,10,30,13,3,24,18,NA,11,67.78,1018,17,NW,3,0,0
7263,2013,10,30,14,3,23,11,NA,11,63.64,1017,18,NE,4,0,0
7264,2013,10,30,15,3,16,12,NA,11,67.78,1017,17,NE,8,0,0
7265,2013,10,30,16,3,16,12,NA,11,59.78,1017,19,NE,12,0,0
7266,2013,10,30,17,3,12,11,NA,11,63.64,1017,18,NE,15,0,0
7267,2013,10,30,18,3,10,14,NA,11,67.78,1018,17,NE,19,0,0
7268,2013,10,30,19,3,13,NA,NA,11,72.23,1018,16,NE,22,0,0
7269,2013,10,30,20,3,16,24,NA,11,72.23,1020,16,NE,24,0,0
7270,2013,10,30,21,3,16,32,NA,11,87.66,1021,13,cv,1,0,0
7271,2013,10,30,22,3,17,32,NA,11,93.6,1021,12,NW,1,0,0
7272,2013,10,30,23,3,17,30,NA,11,87.66,1021,13,cv,1,0,0
7273,2013,10,31,0,3,18,27,NA,12,93.65,1022,13,cv,2,0,0
7274,2013,10,31,1,3,22,24,NA,12,87.75,1022,14,SW,1,0,0
