No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
2849,2013,4,29,16,1,38,NA,38,23.1,94,1001.7,24.1,SW,16.2,9.6,14
2850,2013,4,29,17,1,34,NA,34,23,88,1001.9,25.1,SW,20.6,6.9,20.9
2851,2013,4,29,18,1,43,NA,43,22.8,86,1001.9,25.3,SW,24.6,0,0
2852,2013,4,29,19,1,35,NA,35,23,90,1002.3,24.8,SW,27.6,0.3,0.3
2853,2013,4,29,20,1,25,NA,25,23.1,92,1002.2,24.5,SE,1.9,0.4,0.7
2854,2013,4,29,21,1,26,NA,26,23.1,95,1003,24,SW,0.9,0,0
2855,2013,4,29,22,1,20,NA,20,23.5,98,1003.4,23.8,NW,0.8,0,0
2856,2013,4,29,23,1,46,NA,46,23.4,98,1003.3,23.7,NE,0.8,0.1,0.1
2857,2013,4,30,0,1,39,NA,39,23.4,98,1003,23.7,SE,0.9,0,0
2858,2013,4,30,1,1,7,NA,7,23.3,98,1002.7,23.6,NE,0.8,0,0
2859,2013,4,30,2,1,42,NA,42,23.2,98,1001.9,23.5,NE,1.9,0.4,0.4
2860,2013,4,30,3,1,15,NA,15,23.2,99,1001,23.4,SE,0.9,0,0
2861,2013,4,30,4,1,17,NA,17,23.1,98,1000.6,23.4,NE,1.1,0.1,0.1
2862,2013,4,30,5,1,41,NA,41,23.2,99,1000.6,23.4,NE,2,0.1,0.2
2863,2013,4,30,6,1,21,NA,21,23.2,99,1000.7,23.4,cv,0.5,0,0
2864,2013,4,30,7,1,14,NA,14,23.6,99,1001.2,23.8,SE,2,0,0
2865,2013,4,30,8,1,30,NA,30,24.4,97,1001.4,24.9,SE,3.9,0,0
2866,2013,4,30,9,1,42,NA,42,24.3,88,1001.2,26.5,SE,8.7,0,0
2867,2013,4,30,10,1,24,NA,24,24.2,83,1001.2,27.3,SW,3.9,0,0
2868,2013,4,30,11,1,26,NA,26,23.2,75,1000.2,28,SW,10,0,0
2869,2013,4,30,12,1,23,NA,23,23.1,72,999.1,28.6,SW,16.6,0,0
2870,2013,4,30,13,1,NA,NA,NA,20.7,81,999,24.2,NW,11.2,1.1,1.1
2871,2013,4,30,14,1,4,NA,4,21.3,99,999.5,21.5,SW,3.9,15.2,16.3
2872,2013,4,30,15,1,42,NA,42,20.9,96,999.7,21.6,NW,2.1,1.8,18.1
2873,2013,4,30,16,1,46,NA,46,21.3,93,1000.1,22.5,SW,1.1,0,0
2874,2013,4,30,17,1,52,NA,52,21.3,92,999.8,22.7,cv,0,0,0
2875,2013,4,30,18,1,55,NA,55,21.5,93,999.3,22.7,NW,1.6,0,0
2876,2013,4,30,19,1,50,NA,50,21.4,94,999.8,22.4,NE,1.2,0,0
2877,2013,4,30,20,1,77,NA,77,21.4,98,1000.3,21.7,NW,1.6,0,0
2878,2013,4,30,21,1,95,NA,95,21.1,99,1000.5,21.3,NE,2.5,0,0
2879,2013,4,30,22,1,60,NA,60,20.9,98,1001.4,21.2,cv,0.2,0,0
2880,2013,4,30,23,1,72,NA,72,20.6,99,1001.7,20.8,NW,1.6,0,0
2881,2013,5,1,0,1,45,NA,45,20.5,100,1001.6,20.5,NW,2.6,0,0
2882,2013,5,1,1,1,47,NA,47,20.3,99,1001.7,20.5,NW,4.3,0,0
2883,2013,5,1,2,1,21,NA,21,19.7,98,1001.2,20,NW,7.9,0,0
2884,2013,5,1,3,1,18,NA,18,18.8,95,1000.4,19.6,NW,11.4,0,0
2885,2013,5,1,4,1,21,NA,21,18.1,92,1000.1,19.4,NE,3.2,0,0
2886,2013,5,1,5,1,25,NA,25,17.9,93,1000.7,19.1,NW,3.2,0,0
2887,2013,5,1,6,1,26,NA,26,17.9,95,1001.4,18.7,NW,6.8,0,0
2888,2013,5,1,7,1,24,NA,24,17.7,90,1002,19.4,NW,10.2,0,0
2889,2013,5,1,8,1,24,NA,24,17.6,83,1002.5,20.6,NE,6.3,0,0
2890,2013,5,1,9,1,22,NA,22,18.4,79,1002.8,22.2,NW,5.2,0,0
2891,2013,5,1,10,1,16,NA,16,18.6,69,1002.9,24.7,NE,3.9,0,0
2892,2013,5,1,11,1,28,NA,28,19.3,71,1002.6,24.9,NE,5.8,0,0
2893,2013,5,1,12,1,30,NA,30,18.4,68,1002.2,24.7,NE,7.2,0,0
2894,2013,5,1,13,1,32,NA,32,19,69,1002,25.1,NE,9,0,0
2895,2013,5,1,14,1,29,NA,29,18.8,66,1001,25.6,NE,11.3,0,0
2896,2013,5,1,15,1,27,NA,27,19.2,70,1000.2,25.1,NE,14.3,0,0
2897,2013,5,1,16,1,23,NA,23,18.9,70,1000,24.7,NE,16.3,0,0
2898,2013,5,1,17,1,26,NA,26,19.1,73,1000,24.2,NE,18.3,0,0
2899,2013,5,1,18,1,32,NA,32,19.4,78,1000.4,23.5,NE,19.6,0,0
2900,2013,5,1,19,1,44,NA,44,19.9,86,1001.1,22.4,SE,3,0,0
2901,2013,5,1,20,1,40,NA,40,20.2,95,1001.7,21,SE,5.1,0,0
2902,2013,5,1,21,1,32,NA,32,19.7,95,1002.5,20.5,SE,7.5,0,0
2903,2013,5,1,22,1,34,NA,34,19.6,97,1003.2,20.1,SE,9.4,0.2,0.2
2904,2013,5,1,23,1,33,NA,33,19.8,98,1003.5,20.1,SW,3.2,0.2,0.4
2905,2013,5,2,0,1,28,NA,28,19.3,98,1003.4,19.6,SE,2.9,1,1.4
2906,2013,5,2,1,1,32,NA,32,18.9,98,1002.8,19.2,SE,3.8,0.5,1.9
2907,2013,5,2,2,1,32,NA,32,18.3,96,1002.4,19,SE,5.4,0.3,2.2
2908,2013,5,2,3,1,24,NA,24,18.4,95,1002.2,19.2,SE,7,0,0
2909,2013,5,2,4,1,25,NA,25,18.7,98,1002.1,19,cv,0.5,0.3,0.3
2910,2013,5,2,5,1,24,NA,24,18,97,1002.2,18.5,NE,1.6,0.2,0.5
2911,2013,5,2,6,1,32,NA,32,17.4,94,1002.7,18.4,NE,2.8,0,0
2912,2013,5,2,7,1,34,NA,34,15.4,85,1003.4,18,SE,1.2,0,0
2913,2013,5,2,8,1,36,NA,36,16,87,1003.9,18.2,NE,0.6,0,0
2914,2013,5,2,9,1,37,NA,37,16.4,87,1004.3,18.6,NE,2.6,0,0
2915,2013,5,2,10,1,35,NA,35,16.7,82,1003.9,19.9,NE,5.8,0,0
2916,2013,5,2,11,1,41,NA,41,16.7,78,1003.8,20.7,SE,2.2,0,0
2917,2013,5,2,12,1,37,NA,37,16.4,76,1003.7,20.8,SE,4.7,0,0
2918,2013,5,2,13,1,51,NA,51,15.1,71,1003,20.5,SE,7,0,0
2919,2013,5,2,14,1,36,NA,36,14.8,70,1002.8,20.5,SE,7.9,0,0
2920,2013,5,2,15,1,30,41,30,15.3,68,1002.3,21.4,SE,9.1,0,0
2921,2013,5,2,16,1,27,33,27,15.5,67,1001.6,21.9,NE,0.9,0,0
2922,2013,5,2,17,1,29,NA,29,14.8,65,1001.1,21.7,NE,2.8,0,0
2923,2013,5,2,18,1,27,NA,27,14.7,66,1001.5,21.3,NE,4.2,0,0
2924,2013,5,2,19,1,31,NA,31,16.5,77,1001.8,20.7,cv,0.5,0,0
2925,2013,5,2,20,1,41,NA,41,16.9,83,1002.4,19.9,NE,0.8,0,0
2926,2013,5,2,21,1,53,NA,53,17.4,89,1002.8,19.3,NE,1.9,0,0
2927,2013,5,2,22,1,52,NA,52,17.1,88,1003.2,19.1,NE,2.7,0,0
2928,2013,5,2,23,1,59,NA,59,16.5,86,1003.1,18.9,NE,3.9,0,0
2929,2013,5,3,0,1,50,NA,50,17.3,91,1003,18.8,NE,5.2,0,0
2930,2013,5,3,1,1,49,NA,49,16.1,85,1002.5,18.7,NE,6.5,0,0
2931,2013,5,3,2,1,57,NA,57,15.9,83,1002.3,18.8,cv,0,0,0
2932,2013,5,3,3,1,52,NA,52,16.7,88,1001.8,18.7,NE,0.8,0,0
2933,2013,5,3,4,1,54,NA,54,17.1,91,1001.7,18.6,NE,2,0,0
2934,2013,5,3,5,1,53,NA,53,17.2,92,1002.3,18.5,NW,1.3,0,0
2935,2013,5,3,6,1,NA,NA,NA,17,91,1002.6,18.5,NW,2.2,0,0
2936,2013,5,3,7,1,48,NA,48,17.4,93,1003.3,18.6,NE,0.6,0,0
2937,2013,5,3,8,1,38,NA,38,16,84,1003.9,18.8,NE,3.8,0,0
2938,2013,5,3,9,1,46,NA,46,16.2,85,1004.4,18.8,NE,6.3,0,0
2939,2013,5,3,10,1,41,NA,41,17.1,88,1004.8,19.1,NW,2.8,0.1,0.1
2940,2013,5,3,11,1,39,NA,39,18.1,95,1004.7,18.9,NE,1.8,0.7,0.8
2941,2013,5,3,12,1,38,NA,38,17.7,91,1004.4,19.2,NE,4.3,0.1,0.9
2942,2013,5,3,13,1,37,NA,37,17.7,90,1003.9,19.4,NE,7.3,0,0
2943,2013,5,3,14,1,56,NA,56,17.5,88,1003.3,19.5,NE,10.6,0.1,0.1
2944,2013,5,3,15,1,56,53,56,18.1,91,1002.9,19.6,NE,13.1,0.1,0.2
2945,2013,5,3,16,1,45,NA,45,18.4,95,1002.6,19.2,NE,15.7,0.1,0.3
2946,2013,5,3,17,1,32,NA,32,18.1,96,1002.8,18.8,NE,17,0.5,0.8
2947,2013,5,3,18,1,21,NA,21,18.3,99,1003.5,18.5,NE,18.9,1.4,2.2
2948,2013,5,3,19,1,29,38,29,18.1,99,1004.4,18.3,NE,20.5,3.8,6
2949,2013,5,3,20,1,32,28,32,17.9,99,1004.9,18.1,NE,21.8,7.2,13.2
2950,2013,5,3,21,1,25,26,25,17.8,98,1005.7,18.1,NE,24.4,0.1,13.3
2951,2013,5,3,22,1,22,24,22,17.7,98,1005.8,18,NE,27.7,0.5,13.8
2952,2013,5,3,23,1,24,24,24,17.3,96,1005.7,17.9,NE,30.1,0,0
2953,2013,5,4,0,1,17,NA,17,17.3,97,1005.6,17.8,NE,31.1,0,0
2954,2013,5,4,1,1,27,27,27,17.2,98,1005.6,17.5,NE,32.6,0,0
2955,2013,5,4,2,1,25,NA,25,17.1,98,1005,17.4,NW,2.3,0,0
2956,2013,5,4,3,1,20,29,20,16.9,96,1004.7,17.5,NE,2.2,0,0
2957,2013,5,4,4,1,17,32,17,17.1,97,1004.8,17.6,NE,3.4,0,0
2958,2013,5,4,5,1,21,30,21,17.1,97,1005,17.6,NE,6.2,0,0
2959,2013,5,4,6,1,30,25,30,17.1,97,1005.5,17.6,NE,7.4,0,0
2960,2013,5,4,7,1,31,NA,31,17.4,97,1006.3,17.9,NE,8.2,0,0
2961,2013,5,4,8,1,18,28,18,17.4,95,1006.8,18.2,NE,10.4,0,0
2962,2013,5,4,9,1,21,23,21,18.2,91,1006.9,19.7,NE,12,0,0
2963,2013,5,4,10,1,23,30,23,18,87,1007.5,20.2,NE,14.5,0,0
2964,2013,5,4,11,1,26,27,26,18,86,1007.4,20.4,NE,16.6,0,0
2965,2013,5,4,12,1,30,29,30,18.5,82,1007.1,21.7,NE,18.8,0,0
2966,2013,5,4,13,1,26,34,26,18.9,81,1006.7,22.3,NE,20.5,0,0
2967,2013,5,4,14,1,50,34,50,18.6,83,1006.2,21.6,NE,24.2,0,0
2968,2013,5,4,15,1,50,34,50,19.1,83,1005.6,22.1,NE,26.1,0,0
2969,2013,5,4,16,1,45,44,45,19.6,89,1005.2,21.5,NE,27.9,0.1,0.1
2970,2013,5,4,17,1,45,41,45,19.7,92,1005.1,21.1,NE,29.8,0,0
2971,2013,5,4,18,1,41,45,41,19.3,93,1005.5,20.5,NE,32.2,0,0
2972,2013,5,4,19,1,46,41,46,19.3,96,1006.3,20,NE,33.7,0,0
2973,2013,5,4,20,1,53,NA,53,18.5,93,1007.1,19.7,NE,35.3,0,0
2974,2013,5,4,21,1,34,40,34,18.7,96,1008,19.4,SE,0.6,0.2,0.2
2975,2013,5,4,22,1,26,36,26,18.9,98,1008.4,19.2,SE,1.7,0,0
2976,2013,5,4,23,1,39,NA,39,18.8,98,1008.4,19.1,NE,1.3,0,0
2977,2013,5,5,0,1,57,51,57,18.8,99,1007.8,19,NE,1.9,0,0
2978,2013,5,5,1,1,46,62,46,18.9,99,1007.2,19.1,NE,3.4,0,0
2979,2013,5,5,2,1,38,48,38,18.7,98,1007.1,19,NW,1,0,0
2980,2013,5,5,3,1,41,36,41,18.6,98,1006.7,18.9,NW,2.1,0,0
2981,2013,5,5,4,1,30,35,30,18.7,99,1006.4,18.9,NW,4.2,0,0
2982,2013,5,5,5,1,30,32,30,18.7,99,1006.7,18.9,NE,1.8,0,0
2983,2013,5,5,6,1,25,33,25,18.6,98,1007,18.9,NW,2.1,0,0
2984,2013,5,5,7,1,32,26,32,18.9,97,1007.4,19.4,NW,3.6,0,0
2985,2013,5,5,8,1,25,20,25,19.5,95,1007.6,20.3,NE,2.4,0,0
2986,2013,5,5,9,1,31,28,31,19.5,91,1008.2,21,NE,3.9,0,0
2987,2013,5,5,10,1,31,27,31,19.3,83,1008.5,22.3,NE,4.9,0,0
2988,2013,5,5,11,1,21,29,21,19.9,80,1008,23.5,NE,6.5,0,0
2989,2013,5,5,12,1,46,25,46,20,72,1007.4,25.4,NE,9.1,0,0
2990,2013,5,5,13,1,54,41,54,19.9,72,1006.7,25.3,SE,3.4,0,0
2991,2013,5,5,14,1,50,48,50,20.3,76,1006.1,24.8,SE,5.5,0,0
2992,2013,5,5,15,1,64,54,64,20.5,72,1005.4,25.9,NE,3.2,0,0
2993,2013,5,5,16,1,89,NA,89,20.8,73,1004.8,26,SE,2.4,0,0
2994,2013,5,5,17,1,96,82,96,20.6,73,1004.6,25.8,NE,1.6,0,0
2995,2013,5,5,18,1,103,90,103,20.6,77,1004.7,24.9,NE,4.9,0,0
2996,2013,5,5,19,1,96,95,96,20.7,83,1004.8,23.8,NE,7,0,0
2997,2013,5,5,20,1,89,88,89,20.7,87,1005.3,23,NE,9.8,0,0
2998,2013,5,5,21,1,94,88,94,20.9,89,1006.1,22.8,NE,11.4,0,0
2999,2013,5,5,22,1,103,NA,103,20.8,91,1006.4,22.3,SE,1,0,0
3000,2013,5,5,23,1,129,NA,129,20.5,96,1006.8,21.2,NE,1.2,0,0
3001,2013,5,6,0,1,108,NA,108,20.9,98,1006.4,21.2,NE,2.3,0,0
3002,2013,5,6,1,1,90,NA,90,21,95,1006.1,21.8,SE,1.1,0,0
3003,2013,5,6,2,1,77,NA,77,20.9,95,1005.2,21.7,NE,0.8,0,0
3004,2013,5,6,3,1,72,NA,72,20.9,95,1005.2,21.7,NE,1.8,0,0
3005,2013,5,6,4,1,70,NA,70,21,95,1004.8,21.8,NE,3.3,0,0
3006,2013,5,6,5,1,72,73,72,21,95,1005.3,21.8,NW,0.9,0,0
3007,2013,5,6,6,1,74,66,74,21.1,95,1005.4,21.9,NE,0.8,0,0
3008,2013,5,6,7,1,70,66,70,21,94,1005.6,22,NE,3.1,0,0
3009,2013,5,6,8,1,85,70,85,21.1,93,1006.2,22.3,NE,4.7,0,0
3010,2013,5,6,9,1,69,75,69,21.4,93,1006.6,22.6,SE,1.1,0,0
3011,2013,5,6,10,1,92,NA,92,21.7,91,1006.7,23.3,NE,0.6,0,0
3012,2013,5,6,11,1,86,77,86,21.7,89,1006.7,23.6,SE,0.9,0,0
3013,2013,5,6,12,1,87,81,87,22.2,96,1006.2,22.9,SE,1.8,0.1,0.1
3014,2013,5,6,13,1,96,NA,96,22.7,92,1005.4,24.1,NE,1.5,0.1,0.2
3015,2013,5,6,14,1,91,81,91,22.2,80,1004.5,25.9,SE,2.6,0,0
3016,2013,5,6,15,1,76,83,76,22.4,81,1003.5,25.9,SE,4.6,0,0
3017,2013,5,6,16,1,64,60,64,22.6,81,1003.2,26.1,SE,6,0,0
3018,2013,5,6,17,1,60,NA,60,22.7,80,1002.7,26.4,SE,8.6,0,0
3019,2013,5,6,18,1,47,62,47,22.4,82,1002.5,25.7,SE,10.1,0,0
3020,2013,5,6,19,1,33,NA,33,22,83,1002.7,25.1,SE,11.6,0,0
3021,2013,5,6,20,1,32,50,32,21.9,85,1003,24.6,SE,13.2,0,0
3022,2013,5,6,21,1,49,NA,49,22.3,92,1004.1,23.7,NW,0.7,0,0
3023,2013,5,6,22,1,37,58,37,22.4,95,1004.6,23.2,NW,1.5,0,0
3024,2013,5,6,23,1,64,59,64,22.2,97,1005.1,22.7,NE,1,0,0
3025,2013,5,7,0,1,49,52,49,22.1,98,1005.1,22.4,cv,0.5,0,0
3026,2013,5,7,1,1,38,50,38,22.3,98,1004.8,22.6,cv,1,0,0
3027,2013,5,7,2,1,57,53,57,21.9,96,1003.6,22.6,SE,1.6,0,0
3028,2013,5,7,3,1,53,44,53,21.8,95,1003.2,22.6,SE,2.8,0,0
3029,2013,5,7,4,1,60,44,60,21.6,94,1003.2,22.6,SE,4.9,0,0
3030,2013,5,7,5,1,52,47,52,21.6,94,1003.5,22.6,SE,6.6,0,0
3031,2013,5,7,6,1,51,48,51,21.6,94,1004.1,22.6,SE,7.7,0,0
3032,2013,5,7,7,1,69,52,69,21.7,95,1004.8,22.5,NE,1.1,0,0
3033,2013,5,7,8,1,46,48,46,22,97,1005.4,22.5,SE,0.9,0,0
3034,2013,5,7,9,1,35,46,35,22.3,94,1005.8,23.3,SE,1.5,0.1,0.1
3035,2013,5,7,10,1,51,47,51,22.2,84,1005.5,25.1,NE,1.6,0,0
3036,2013,5,7,11,1,60,64,60,22.1,77,1005.4,26.5,NE,3.6,0,0
3037,2013,5,7,12,1,53,62,53,21.4,76,1004.8,26,SE,2,0,0
3038,2013,5,7,13,1,44,56,44,22.1,80,1004.4,25.8,NE,1.1,0,0
3039,2013,5,7,14,1,45,56,45,22.1,74,1003.3,27.1,SE,2.7,0,0
3040,2013,5,7,15,1,44,54,44,22.3,74,1002.6,27.3,SE,4.1,0,0
3041,2013,5,7,16,1,35,NA,35,22.3,76,1001.9,26.9,NE,1.7,0,0
3042,2013,5,7,17,1,23,52,23,22.1,75,1001.5,26.9,NE,3.7,0,0
3043,2013,5,7,18,1,42,NA,42,22.5,79,1001.7,26.4,NE,4.7,0,0
3044,2013,5,7,19,1,39,29,39,22.3,82,1002,25.6,SE,2.6,0,0
3045,2013,5,7,20,1,47,NA,47,22.5,84,1002.6,25.4,SE,4.7,0,0
3046,2013,5,7,21,1,48,NA,48,22.5,86,1003.4,25,SE,5.8,0,0
3047,2013,5,7,22,1,53,45,53,22.5,89,1003.8,24.4,SE,7.4,0,0
3048,2013,5,7,23,1,64,45,64,22.2,89,1004,24.1,SE,8.6,0,0
3049,2013,5,8,0,1,45,38,45,21.9,90,1003.7,23.6,SE,10.8,0,0
3050,2013,5,8,1,1,27,NA,27,21.7,89,1003.4,23.6,SE,13.1,0,0
3051,2013,5,8,2,1,28,28,28,21.5,88,1002.8,23.6,SE,15,0,0
3052,2013,5,8,3,1,38,NA,38,21.1,86,1002.4,23.6,SE,17,0,0
3053,2013,5,8,4,1,35,30,35,20.9,86,1002.4,23.4,SE,18.8,0,0
3054,2013,5,8,5,1,41,NA,41,21,87,1002.5,23.3,SE,20.6,0,0
3055,2013,5,8,6,1,31,37,31,21.9,94,1002.4,22.9,SE,22.3,0,0
3056,2013,5,8,7,1,42,33,42,21.6,92,1003,23,SE,24.4,0,0
3057,2013,5,8,8,1,23,40,23,21.5,91,1003.6,23,SE,26.1,0,0
3058,2013,5,8,9,1,55,NA,55,21.6,91,1004.2,23.2,SE,27.4,0.2,0.2
3059,2013,5,8,10,1,52,NA,52,22.7,95,1004.2,23.5,SE,28.8,0.5,0.7
3060,2013,5,8,11,1,51,50,51,22.7,96,1004,23.4,SE,29.8,1.2,1.9
3061,2013,5,8,12,1,49,NA,49,23,96,1004.1,23.7,SE,31.4,0.7,2.6
3062,2013,5,8,13,1,80,64,80,23,94,1003.1,24,NE,1.1,0.6,3.2
3063,2013,5,8,14,1,63,NA,63,22.8,96,1003.1,23.5,SE,1,3.2,6.4
3064,2013,5,8,15,1,31,53,31,22.6,97,1002.2,23.1,SE,4.3,6.8,13.2
3065,2013,5,8,16,1,23,40,23,22.8,96,1001.3,23.5,SE,6.8,3.1,16.3
3066,2013,5,8,17,1,43,35,43,22.5,96,1001.3,23.2,SE,10.5,2.7,19
3067,2013,5,8,18,1,15,28,15,22,97,1001.3,22.5,SE,14.8,3.4,22.4
3068,2013,5,8,19,1,1,18,1,22,97,1001.7,22.5,SW,2.4,0.9,23.3
3069,2013,5,8,20,1,27,28,27,21.5,96,1002,22.2,NE,0.9,0.3,23.6
3070,2013,5,8,21,1,17,27,17,22.1,98,1002.4,22.4,NE,2.5,0,0
3071,2013,5,8,22,1,40,28,40,22.6,99,1002.5,22.8,SE,1.8,0,0
3072,2013,5,8,23,1,31,36,31,22.7,99,1003,22.9,SE,4,0,0
3073,2013,5,9,0,1,27,NA,27,22.8,99,1003,23,NE,1.3,0,0
3074,2013,5,9,1,1,33,NA,33,22.8,98,1002.7,23.1,NE,3,0,0
3075,2013,5,9,2,1,34,NA,34,22.8,98,1002.2,23.1,SE,1.4,0,0
3076,2013,5,9,3,1,12,NA,12,22.8,98,1001.8,23.1,NE,1.2,0.1,0.1
3077,2013,5,9,4,1,16,NA,16,22.8,99,1001.7,23,SE,1,0,0
3078,2013,5,9,5,1,30,23,30,22.9,99,1001.5,23.1,NE,0.9,0,0
3079,2013,5,9,6,1,31,25,31,22.9,99,1001.9,23.1,NE,2.3,0,0
3080,2013,5,9,7,1,51,26,51,23.1,99,1002.8,23.3,SE,1.4,0,0
3081,2013,5,9,8,1,47,33,47,23.3,93,1003.2,24.5,SE,3.2,0,0
3082,2013,5,9,9,1,38,40,38,23.4,87,1003.4,25.7,SE,5.7,0,0
3083,2013,5,9,10,1,44,40,44,23.2,85,1003.4,25.9,SW,2.1,0,0
3084,2013,5,9,11,1,40,47,40,23.8,83,1003.1,26.9,SW,2.9,0,0
3085,2013,5,9,12,1,51,NA,51,24.1,77,1002.6,28.5,SW,4.6,0,0
3086,2013,5,9,13,1,51,NA,51,24,78,1001.7,28.2,SW,7.9,0,0
3087,2013,5,9,14,1,38,NA,38,24.1,73,1000.7,29.5,SW,10.9,0,0
3088,2013,5,9,15,1,32,51,32,23.7,69,999.4,30,SW,15.1,0,0
3089,2013,5,9,16,1,47,36,47,24,74,998.8,29.1,SE,3.3,0,0
3090,2013,5,9,17,1,46,NA,46,23.7,74,998.7,28.8,SW,3.9,0,0
3091,2013,5,9,18,1,25,NA,25,22.2,89,999.3,24.1,SW,8,8.3,8.3
3092,2013,5,9,19,1,15,NA,15,22.6,99,1000.4,22.8,NE,5.4,26.8,35.1
3093,2013,5,9,20,1,16,NA,16,22.7,99,1001.1,22.9,NE,7.1,16.5,51.6
3094,2013,5,9,21,1,21,NA,21,22.5,99,1001.9,22.7,SW,1.1,0,0
3095,2013,5,9,22,1,3,NA,3,22.5,99,1003,22.7,NE,1.9,0.7,0.7
3096,2013,5,9,23,1,31,NA,31,22.6,100,1003.4,22.6,SE,0.9,1.2,1.9
3097,2013,5,10,0,1,25,NA,25,22.7,100,1002.9,22.7,cv,0,0.1,2
3098,2013,5,10,1,1,23,NA,23,22.7,100,1002.9,22.7,SW,0.9,1.1,3.1
3099,2013,5,10,2,1,33,NA,33,22.4,100,1001.3,22.4,cv,0.2,0.8,3.9
3100,2013,5,10,3,1,22,NA,22,22.2,100,1000.6,22.2,NW,1.4,0.1,4
3101,2013,5,10,4,1,21,NA,21,21.9,100,1000.5,21.9,NE,1.2,0,0
3102,2013,5,10,5,1,47,NA,47,21.8,100,1000.5,21.8,NE,2.6,0,0
3103,2013,5,10,6,1,32,NA,32,21.9,100,1000.7,21.9,NE,4,0,0
3104,2013,5,10,7,1,46,NA,46,22.4,100,1000.6,22.4,NE,5.5,0,0
3105,2013,5,10,8,1,71,NA,71,23,100,1001.4,23,NE,6.6,0,0
3106,2013,5,10,9,1,71,NA,71,23.4,97,1001.8,23.9,NE,7.7,0,0
3107,2013,5,10,10,1,67,NA,67,23.8,94,1001.7,24.8,NE,9.1,0,0
3108,2013,5,10,11,1,63,NA,63,23.9,89,1001.2,25.9,SE,0.9,0,0
3109,2013,5,10,12,1,94,NA,94,24.7,86,1000.4,27.2,SE,2.5,0,0
3110,2013,5,10,13,1,104,NA,104,24.3,83,999.8,27.4,SW,3.7,0,0
3111,2013,5,10,14,1,98,NA,98,24.7,85,998.9,27.4,SW,7.3,0,0
3112,2013,5,10,15,1,75,NA,75,24.9,82,997.9,28.3,SW,9.6,0,0
3113,2013,5,10,16,1,69,75,69,24.2,80,997.4,28,SW,12.2,0,0
3114,2013,5,10,17,1,83,62,83,23.7,77,997.2,28.1,SW,15.7,0,0
3115,2013,5,10,18,1,30,69,30,23.8,80,997.3,27.6,SW,18.1,0,0
3116,2013,5,10,19,1,36,43,36,24.1,88,997.5,26.2,SW,20.6,0,0
3117,2013,5,10,20,1,45,46,45,23.4,90,997.6,25.2,SE,2,0,0
3118,2013,5,10,21,1,46,54,46,23.5,92,999.2,24.9,SE,4.6,0,0
3119,2013,5,10,22,1,34,49,34,23.2,91,1000.2,24.8,SE,7.7,0,0
3120,2013,5,10,23,1,56,45,56,23.2,94,1000.2,24.2,cv,0,0,0
3121,2013,5,11,0,1,43,49,43,23,97,999.8,23.5,SE,1.5,0,0
3122,2013,5,11,1,1,82,NA,82,22.9,98,999.2,23.2,SW,0.6,0,0
3123,2013,5,11,2,1,83,49,83,23,99,998.7,23.2,NE,1,0,0
3124,2013,5,11,3,1,77,59,77,23,99,998.3,23.2,NW,0.7,0,0
3125,2013,5,11,4,1,69,63,69,22.9,99,997.9,23.1,SE,0.8,0,0
3126,2013,5,11,5,1,68,59,68,22.9,100,998.1,22.9,NE,0.7,0,0
3127,2013,5,11,6,1,37,60,37,22.8,100,998.1,22.8,SW,0.7,0,0
3128,2013,5,11,7,1,55,47,55,23,99,998.6,23.2,NE,1,0,0
3129,2013,5,11,8,1,44,44,44,22.3,87,999,24.6,NW,3.8,0,0
3130,2013,5,11,9,1,31,46,31,22.1,85,999.6,24.8,NE,3.7,0,0
3131,2013,5,11,10,1,19,38,19,22.7,80,999.9,26.4,NE,6.9,0,0
3132,2013,5,11,11,1,35,33,35,22.4,74,999.8,27.4,NW,2.5,0,0
3133,2013,5,11,12,1,41,44,41,23.2,74,999,28.3,NE,4.9,0,0
3134,2013,5,11,13,1,52,49,52,22.6,69,998.4,28.9,NW,2.2,0,0
3135,2013,5,11,14,1,54,NA,54,22.3,64,998,29.8,NW,5.8,0,0
3136,2013,5,11,15,1,51,NA,51,22.6,69,997.5,28.9,NW,10,0,0
3137,2013,5,11,16,1,33,NA,33,21.9,64,996.9,29.4,NW,13.9,0,0
3138,2013,5,11,17,1,42,NA,42,21.8,68,996.5,28.3,NW,16.6,0,0
3139,2013,5,11,18,1,48,NA,48,22.2,69,997.5,28.4,NW,19.5,0,0
3140,2013,5,11,19,1,59,NA,59,22.1,76,997.7,26.7,NE,1.6,0,0
3141,2013,5,11,20,1,65,NA,65,22.7,86,998.4,25.2,NW,1.8,0,0
3142,2013,5,11,21,1,64,NA,64,22.8,90,999.2,24.5,NW,3.8,0,0
3143,2013,5,11,22,1,52,NA,52,22.6,91,1000,24.2,NW,5,0,0
3144,2013,5,11,23,1,63,NA,63,22.3,91,1000.3,23.9,NW,5.9,0,0
3145,2013,5,12,0,1,59,NA,59,22.5,91,1000.2,24.1,NW,7.3,0,0
3146,2013,5,12,1,1,59,NA,59,22.6,94,999.5,23.6,NW,9.3,0,0
3147,2013,5,12,2,1,66,NA,66,22.6,94,999.1,23.6,NW,11.1,0,0
3148,2013,5,12,3,1,57,NA,57,22.2,92,998.6,23.6,NE,1.7,0,0
