No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
4601,2013,7,11,16,2,46,53,46,38,19,58,1005,28,cv,1.79,0,0
4602,2013,7,11,17,2,NA,NA,NA,42,19,58,1004,28,cv,3.58,0,0
4603,2013,7,11,18,2,NA,NA,NA,53,19,58,1004,28,SE,1.79,0,0
4604,2013,7,11,19,2,NA,NA,NA,46,20,69,1005,26,cv,0.89,0,0
4605,2013,7,11,20,2,NA,NA,NA,50,20,73,1005,25,SE,1.79,0,0
4606,2013,7,11,21,2,NA,NA,NA,53,20,69,1006,26,SE,4.92,0,0
4607,2013,7,11,22,2,NA,NA,NA,57,19,69,1006,25,SE,8.05,0,0
4608,2013,7,11,23,2,NA,NA,NA,62,19,69,1006,25,SE,11.18,0,0
4609,2013,7,12,0,2,NA,NA,NA,65,20,78,1006,24,SE,12.97,0,0
4610,2013,7,12,1,2,NA,NA,NA,64,20,88,1005,22,SE,13.86,0,0
4611,2013,7,12,2,2,NA,NA,NA,74,20,94,1006,21,NE,1.79,0,0
4612,2013,7,12,3,2,NA,NA,NA,74,20,94,1005,21,SE,0.89,0,0
4613,2013,7,12,4,2,NA,NA,NA,71,20,94,1006,21,NE,0.89,0,0
4614,2013,7,12,5,2,NA,NA,NA,71,20,94,1006,21,NW,0.89,0,0
4615,2013,7,12,6,2,NA,NA,NA,71,21,94,1006,22,NW,2.68,0,0
4616,2013,7,12,7,2,73,92,80,65,22,94,1006,23,cv,0.89,0,0
4617,2013,7,12,8,2,80,94,81,71,22,78,1006,26,NW,1.79,0,0
4618,2013,7,12,9,2,81,94,85,70,22,74,1006,27,cv,1.79,0,0
4619,2013,7,12,10,2,63,94,76,58,21,65,1006,28,NE,1.79,0,0
4620,2013,7,12,11,2,72,88,61,54,20,58,1006,29,cv,1.79,0,0
4621,2013,7,12,12,2,86,93,68,52,22,62,1005,30,cv,4.92,0,0
4622,2013,7,12,13,2,94,123,94,68,22,58,1005,31,SE,1.79,0,0
4623,2013,7,12,14,2,80,145,92,67,22,55,1004,32,cv,1.79,0,0
4624,2013,7,12,15,2,54,99,61,53,23,59,1004,32,SE,3.13,0,0
4625,2013,7,12,16,2,46,87,50,44,23,62,1004,31,SE,8.94,0,0
4626,2013,7,12,17,2,49,83,51,51,22,58,1004,31,SE,13.86,0,0
4627,2013,7,12,18,2,44,74,50,50,23,66,1004,30,SE,17.88,0,0
4628,2013,7,12,19,2,78,83,63,64,23,70,1005,29,SE,22.8,0,0
4629,2013,7,12,20,2,127,138,124,115,23,78,1005,27,SE,25.93,0,0
4630,2013,7,12,21,2,140,153,143,125,23,78,1006,27,SE,27.72,0,0
4631,2013,7,12,22,2,127,152,137,128,23,83,1006,26,SE,29.51,0,0
4632,2013,7,12,23,2,125,146,134,120,23,83,1007,26,SE,31.3,0,0
4633,2013,7,13,0,2,136,159,132,120,22,83,1006,25,SE,34.43,0,0
4634,2013,7,13,1,2,133,152,128,128,22,83,1006,25,SE,37.56,0,0
4635,2013,7,13,2,2,127,148,126,123,22,83,1006,25,SE,38.45,0,0
4636,2013,7,13,3,2,135,141,128,112,22,88,1006,24,cv,0.89,0,0
4637,2013,7,13,4,2,136,153,116,121,22,88,1006,24,SE,0.89,0,0
4638,2013,7,13,5,2,127,148,126,128,22,88,1006,24,cv,0.89,0,0
4639,2013,7,13,6,2,136,138,140,136,23,94,1007,24,SE,0.89,0,0
4640,2013,7,13,7,2,155,163,152,130,23,88,1007,25,SE,2.68,0,0
4641,2013,7,13,8,2,167,201,167,135,23,78,1007,27,cv,0.89,0,0
4642,2013,7,13,9,2,178,203,174,128,23,78,1007,27,SE,1.79,0,0
4643,2013,7,13,10,2,145,186,141,108,23,70,1007,29,cv,0.89,0,0
4644,2013,7,13,11,2,115,143,107,92,22,65,1007,29,SE,3.13,0,0
4645,2013,7,13,12,2,107,141,98,96,22,65,1007,29,SE,4.92,0,0
4646,2013,7,13,13,2,105,134,99,93,22,62,1007,30,SE,6.71,0,0
4647,2013,7,13,14,2,92,128,84,80,22,62,1006,30,SE,8.5,0,0
4648,2013,7,13,15,2,63,107,68,67,22,58,1006,31,SE,10.29,0,0
4649,2013,7,13,16,2,75,99,66,59,23,62,1006,31,SE,13.42,0,0
4650,2013,7,13,17,2,79,106,76,68,22,58,1006,31,SE,16.55,0,0
4651,2013,7,13,18,2,77,140,104,98,22,62,1006,30,SE,19.68,0,0
4652,2013,7,13,19,2,77,140,104,82,22,65,1006,29,SE,22.81,0,0
4653,2013,7,13,20,2,126,192,128,116,23,74,1006,28,SE,25.94,0,0
4654,2013,7,13,21,2,168,192,152,140,22,74,1007,27,SE,29.96,0,0
4655,2013,7,13,22,2,158,167,146,131,22,74,1007,27,SE,33.09,0,0
4656,2013,7,13,23,2,122,110,104,94,21,73,1007,26,SE,36.22,0,0
4657,2013,7,14,0,2,109,121,103,94,21,78,1007,25,SE,38.01,0,0
4658,2013,7,14,1,2,112,121,98,92,21,78,1007,25,SE,41.14,0,0
4659,2013,7,14,2,2,117,129,101,101,21,78,1007,25,SE,44.27,0,0
4660,2013,7,14,3,2,116,125,111,99,21,83,1008,24,SE,47.4,0,0
4661,2013,7,14,4,2,110,142,115,113,22,88,1008,24,SE,50.53,0,0
4662,2013,7,14,5,2,140,171,150,136,22,88,1008,24,SE,52.32,0,0
4663,2013,7,14,6,2,171,179,178,162,22,94,1009,23,SE,54.11,0,0
4664,2013,7,14,7,2,158,135,139,127,21,83,1009,24,SE,55.9,0,0
4665,2013,7,14,8,2,122,113,108,93,22,83,1009,25,SE,57.69,0,0
4666,2013,7,14,9,2,110,104,91,83,22,78,1009,26,SE,59.48,0,0
4667,2013,7,14,10,2,90,109,85,71,22,74,1009,27,SE,61.27,0,0
4668,2013,7,14,11,2,71,106,92,73,22,69,1009,28,cv,0.89,0,0
4669,2013,7,14,12,2,86,106,87,80,21,62,1008,29,SE,1.79,0,0
4670,2013,7,14,13,2,76,100,84,75,21,62,1007,29,SE,3.58,0,0
4671,2013,7,14,14,2,76,99,77,67,21,58,1007,30,cv,1.79,0,0
4672,2013,7,14,15,2,63,101,71,76,22,62,1006,30,SE,1.79,0,0
4673,2013,7,14,16,2,58,87,60,68,21,58,1006,30,SE,3.58,0,0
4674,2013,7,14,17,2,66,91,62,64,20,58,1006,29,SE,6.71,0,0
4675,2013,7,14,18,2,89,107,80,85,20,61,1005,28,SE,10.73,0,0
4676,2013,7,14,19,2,80,93,75,67,21,65,1005,28,SE,14.75,0,0
4677,2013,7,14,20,2,72,66,61,59,22,69,1006,28,cv,3.13,0,0
4678,2013,7,14,21,2,64,71,64,66,21,69,1006,27,SE,3.13,0.1,0.1
4679,2013,7,14,22,2,56,NA,66,71,21,73,1006,26,SE,6.26,1.3,1.4
4680,2013,7,14,23,2,65,NA,66,78,22,88,1006,24,cv,0.89,1.7,3.1
4681,2013,7,15,0,2,67,86,67,70,23,94,1005,24,NE,0.89,5.2,8.3
4682,2013,7,15,1,2,69,88,68,75,23,94,1005,24,SE,1.79,1.9,10.2
4683,2013,7,15,2,2,71,90,69,77,22,94,1003,23,SE,4.92,1.5,11.7
4684,2013,7,15,3,2,64,84,71,84,22,94,1003,23,SE,8.05,2.5,14.2
4685,2013,7,15,4,2,58,69,67,68,22,94,1002,23,cv,0.89,9.7,23.9
4686,2013,7,15,5,2,58,69,67,53,22,94,1002,23,SE,1.79,7.9,31.8
4687,2013,7,15,6,2,72,92,77,96,23,100,1001,23,SE,4.92,1.7,33.5
4688,2013,7,15,7,2,56,76,59,71,23,94,1001,24,SE,9.84,1.6,35.1
4689,2013,7,15,8,2,33,59,41,48,23,94,1001,24,SE,13.86,3.1,38.2
4690,2013,7,15,9,2,33,59,41,38,23,94,1000,24,SE,17.88,3.5,41.7
4691,2013,7,15,10,2,28,53,39,53,23,88,1000,25,SE,22.8,1.5,43.2
4692,2013,7,15,11,2,NA,NA,NA,66,24,94,999,25,SE,28.61,1.3,44.5
4693,2013,7,15,12,2,NA,NA,NA,65,24,94,998,25,SE,32.63,2,46.5
4694,2013,7,15,13,2,43,80,69,71,24,94,998,25,SE,35.76,1,47.5
4695,2013,7,15,14,2,38,80,62,59,24,94,997,25,SE,38.89,0.2,47.7
4696,2013,7,15,15,2,44,80,53,53,24,88,997,26,SE,42.02,0.7,48.4
4697,2013,7,15,16,2,45,NA,45,50,24,94,997,25,SE,45.15,1,49.4
4698,2013,7,15,17,2,49,45,45,45,23,88,996,25,NW,4.02,0.4,49.8
4699,2013,7,15,18,2,73,40,45,59,22,83,995,25,NW,5.81,0.8,50.6
4700,2013,7,15,19,2,69,54,55,58,23,94,995,24,cv,0.89,0.2,50.8
4701,2013,7,15,20,2,68,61,48,70,23,94,996,24,SE,1.79,0.2,51
4702,2013,7,15,21,2,58,69,53,61,23,94,996,24,SE,3.58,0.1,51.1
4703,2013,7,15,22,2,60,55,50,54,23,94,996,24,SE,5.37,0,0
4704,2013,7,15,23,2,69,66,49,56,23,88,996,25,SE,7.16,0,0
4705,2013,7,16,0,2,66,68,52,60,23,94,996,24,cv,0.89,0,0
4706,2013,7,16,1,2,60,65,52,64,23,94,996,24,cv,1.78,0,0
4707,2013,7,16,2,2,58,65,50,66,22,94,995,23,NE,0.89,0,0
4708,2013,7,16,3,2,49,62,51,57,23,94,996,24,NW,1.79,0,0
4709,2013,7,16,4,2,49,62,51,33,23,100,996,23,NW,4.92,0.1,0.1
4710,2013,7,16,5,2,15,3,12,16,20,88,996,22,NW,9.84,0,0
4711,2013,7,16,6,2,9,3,11,15,19,83,997,22,NE,3.13,0,0
4712,2013,7,16,7,2,8,3,9,11,19,69,998,25,NW,3.13,0,0
4713,2013,7,16,8,2,7,3,6,12,18,57,999,27,NW,7.15,0,0
4714,2013,7,16,9,2,11,3,5,12,17,51,999,28,NW,12.96,0,0
4715,2013,7,16,10,2,8,3,3,9,17,48,999,29,NW,18.77,0,0
4716,2013,7,16,11,2,5,3,3,11,14,37,1000,30,NW,24.58,0,0
4717,2013,7,16,12,2,5,3,14,11,13,33,1000,31,NW,30.39,0,0
4718,2013,7,16,13,2,7,3,8,10,12,29,1000,32,NW,36.2,0,0
4719,2013,7,16,14,2,6,3,17,8,13,31,1000,32,NW,41.12,0,0
4720,2013,7,16,15,2,4,3,10,16,14,31,1000,33,NW,44.25,0,0
4721,2013,7,16,16,2,6,3,12,16,13,29,1000,33,SE,1.79,0,0
4722,2013,7,16,17,2,8,4,5,16,14,33,1000,32,NE,1.79,0,0
4723,2013,7,16,18,2,15,10,14,18,13,33,1001,31,SE,1.79,0,0
4724,2013,7,16,19,2,23,31,24,31,16,45,1002,29,SE,3.58,0,0
4725,2013,7,16,20,2,24,27,27,34,19,65,1002,26,SE,4.47,0,0
4726,2013,7,16,21,2,31,32,23,36,16,50,1003,27,SE,6.26,0,0
4727,2013,7,16,22,2,35,30,35,39,17,61,1004,25,cv,0.89,0,0
4728,2013,7,16,23,2,31,23,32,38,16,54,1004,26,SE,1.79,0,0
4729,2013,7,17,0,2,35,28,27,32,18,78,1004,22,cv,0.89,0,0
4730,2013,7,17,1,2,37,64,30,49,18,78,1005,22,cv,1.78,0,0
4731,2013,7,17,2,2,38,95,56,59,18,82,1005,21,cv,2.67,0,0
4732,2013,7,17,3,2,44,77,60,68,18,82,1005,21,NE,0.89,0,0
4733,2013,7,17,4,2,40,77,60,50,18,88,1006,20,cv,0.89,0,0
4734,2013,7,17,5,2,25,42,42,43,18,93,1006,19,NW,1.79,0,0
4735,2013,7,17,6,2,34,36,34,42,19,88,1006,21,NW,4.92,0,0
4736,2013,7,17,7,2,39,44,37,47,18,73,1006,23,NE,1.79,0,0
4737,2013,7,17,8,2,49,52,45,52,19,69,1006,25,cv,0.89,0,0
4738,2013,7,17,9,2,49,52,61,55,20,61,1006,28,cv,1.78,0,0
4739,2013,7,17,10,2,52,81,68,60,20,61,1006,28,SE,1.79,0,0
4740,2013,7,17,11,2,52,68,68,58,20,58,1006,29,cv,0.89,0,0
4741,2013,7,17,12,2,64,81,61,57,21,55,1006,31,cv,2.68,0,0
4742,2013,7,17,13,2,48,47,32,NA,18,43,1005,32,SE,4.92,0,0
4743,2013,7,17,14,2,37,25,33,35,19,43,1005,33,SE,8.05,0,0
4744,2013,7,17,15,2,36,38,25,33,15,35,1004,32,SE,12.07,0,0
4745,2013,7,17,16,2,29,18,24,34,17,40,1003,32,SE,15.2,0,0
4746,2013,7,17,17,2,25,19,22,35,16,38,1002,32,SE,18.33,0,0
4747,2013,7,17,18,2,31,6,28,33,14,35,1003,31,SE,21.46,0,0
4748,2013,7,17,19,2,33,55,39,54,19,54,1003,29,SE,25.48,0,0
4749,2013,7,17,20,2,90,111,90,79,20,61,1004,28,SE,29.5,0,0
4750,2013,7,17,21,2,51,52,54,49,18,54,1004,28,SE,32.63,0,0
4751,2013,7,17,22,2,51,69,49,53,20,65,1005,27,SE,36.65,0,0
4752,2013,7,17,23,2,62,96,70,72,21,73,1005,26,SE,40.67,0,0
4753,2013,7,18,0,2,92,134,105,100,21,73,1005,26,SE,44.69,0,0
4754,2013,7,18,1,2,114,166,126,128,21,78,1005,25,SE,46.48,0,0
4755,2013,7,18,2,2,148,182,146,135,22,88,1005,24,SE,49.61,0,0
4756,2013,7,18,3,2,157,188,155,149,22,88,1004,24,SE,51.4,0,0
4757,2013,7,18,4,2,173,198,172,157,23,94,1005,24,SE,53.19,0,0
4758,2013,7,18,5,2,175,192,164,150,22,88,1005,24,cv,0.89,0,0
4759,2013,7,18,6,2,165,186,158,145,23,94,1005,24,cv,1.78,0,0
4760,2013,7,18,7,2,159,201,156,154,22,83,1005,25,SE,3.13,0,0
4761,2013,7,18,8,2,167,214,171,163,22,83,1005,25,SE,6.26,0,0
4762,2013,7,18,9,2,180,227,191,167,23,88,1005,25,SE,8.05,0,0
4763,2013,7,18,10,2,193,245,202,169,23,83,1005,26,SE,11.18,0,0
4764,2013,7,18,11,2,197,264,201,175,22,78,1005,26,SE,15.2,0,0
4765,2013,7,18,12,2,200,254,213,161,22,78,1005,26,SE,19.22,0,0
4766,2013,7,18,13,2,203,256,212,163,22,78,1004,26,SE,23.24,0,0
4767,2013,7,18,14,2,185,251,220,173,22,74,1004,27,SE,27.26,0,0
4768,2013,7,18,15,2,179,237,179,137,22,74,1004,27,SE,31.28,0,0
4769,2013,7,18,16,2,175,255,175,137,23,78,1003,27,SE,35.3,0,0
4770,2013,7,18,17,2,154,192,152,122,23,78,1003,27,SE,39.32,0,0
4771,2013,7,18,18,2,154,192,152,108,23,78,1003,27,SE,42.45,0,0
4772,2013,7,18,19,2,101,108,93,91,22,78,1003,26,SE,44.24,0,0
4773,2013,7,18,20,2,110,98,106,99,22,78,1003,26,SE,46.03,0,0
4774,2013,7,18,21,2,80,106,100,77,21,78,1004,25,SE,47.82,0,0
4775,2013,7,18,22,2,92,77,84,86,21,78,1004,25,cv,0.89,0,0
4776,2013,7,18,23,2,106,89,94,93,21,78,1004,25,cv,1.78,0,0
4777,2013,7,19,0,2,117,111,111,107,20,78,1003,24,SE,3.13,0,0
4778,2013,7,19,1,2,139,129,137,126,20,78,1003,24,cv,0.89,0,0
4779,2013,7,19,2,2,150,129,153,141,20,83,1002,23,cv,1.78,0,0
4780,2013,7,19,3,2,158,165,163,146,20,83,1002,23,cv,2.67,0,0
4781,2013,7,19,4,2,178,172,176,160,20,83,1002,23,cv,3.56,0,0
4782,2013,7,19,5,2,182,179,180,165,21,88,1002,23,cv,4.45,0,0
4783,2013,7,19,6,2,189,191,179,165,21,88,1002,23,cv,5.34,0,0
4784,2013,7,19,7,2,198,197,187,166,21,83,1002,24,cv,6.23,0,0
4785,2013,7,19,8,2,198,213,200,150,21,73,1003,26,cv,8.02,0,0
4786,2013,7,19,9,2,197,219,185,134,21,73,1002,26,NW,1.79,0,0
4787,2013,7,19,10,2,184,202,181,120,22,74,1002,27,cv,0.89,0,0
4788,2013,7,19,11,2,183,209,194,116,22,69,1002,28,SE,1.79,0,0
4789,2013,7,19,12,2,173,184,196,95,22,65,1002,29,SE,4.92,0,0
4790,2013,7,19,13,2,173,197,189,109,22,62,1002,30,cv,0.89,0,0
4791,2013,7,19,14,2,154,198,165,118,21,58,1001,30,cv,2.68,0,0
4792,2013,7,19,15,2,128,188,144,111,22,65,1001,29,SE,1.79,0,0
4793,2013,7,19,16,2,107,151,121,98,22,58,1001,31,SE,4.92,0,0
4794,2013,7,19,17,2,99,135,107,94,22,58,1000,31,SE,8.05,0,0
4795,2013,7,19,18,2,104,132,109,103,22,65,1001,29,SE,12.97,0,0
4796,2013,7,19,19,2,112,133,105,97,22,65,1001,29,SE,16.99,0,0
4797,2013,7,19,20,2,124,138,122,111,22,74,1001,27,SE,18.78,0,0
4798,2013,7,19,21,2,121,136,126,105,21,69,1002,27,SE,21.91,0,0
4799,2013,7,19,22,2,121,136,126,110,21,73,1003,26,cv,0.89,0,0
4800,2013,7,19,23,2,129,142,135,119,22,83,1003,25,cv,1.78,0,0
4801,2013,7,20,0,2,141,154,142,127,22,88,1003,24,SE,0.89,0,0
4802,2013,7,20,1,2,143,159,144,136,22,94,1003,23,NE,0.89,0,0
4803,2013,7,20,2,2,117,169,145,170,21,88,1002,23,NE,1.78,0,0
4804,2013,7,20,3,2,138,177,164,170,22,94,1003,23,cv,0.89,0,0
4805,2013,7,20,4,2,161,182,165,168,22,94,1003,23,cv,1.78,0,0
4806,2013,7,20,5,2,170,186,167,166,22,94,1004,23,cv,2.67,0,0
4807,2013,7,20,6,2,169,193,174,161,23,94,1004,24,NW,0.89,0,0
4808,2013,7,20,7,2,174,201,184,152,23,88,1004,25,NW,2.68,0,0
4809,2013,7,20,8,2,160,180,163,116,23,74,1005,28,cv,0.89,0,0
4810,2013,7,20,9,2,104,141,111,86,19,54,1005,29,NE,1.79,0,0
4811,2013,7,20,10,2,74,77,81,31,19,48,1005,31,cv,0.89,0,0
4812,2013,7,20,11,2,21,64,38,30,16,38,1004,32,NE,3.13,0,0
4813,2013,7,20,12,2,26,3,16,14,14,33,1004,32,cv,1.79,0,0
4814,2013,7,20,13,2,12,5,20,16,9,22,1004,33,SE,1.79,0,0
4815,2013,7,20,14,2,19,27,21,15,10,24,1003,33,NE,1.79,0,0
4816,2013,7,20,15,2,15,35,24,15,11,26,1003,33,cv,1.79,0,0
4817,2013,7,20,16,2,20,50,38,17,11,24,1003,34,cv,2.68,0,0
4818,2013,7,20,17,2,66,102,55,56,12,31,1002,31,SE,1.79,0,0
4819,2013,7,20,18,2,104,156,116,96,19,48,1003,31,cv,0.89,0,0
4820,2013,7,20,19,2,110,200,170,137,20,58,1002,29,SE,3.13,0,0
4821,2013,7,20,20,2,139,205,171,139,20,61,1003,28,SE,4.92,0,0
4822,2013,7,20,21,2,122,201,163,128,21,65,1004,28,cv,0.89,0,0
4823,2013,7,20,22,2,110,166,140,112,22,74,1004,27,SE,1.79,0,0
4824,2013,7,20,23,2,NA,150,126,109,23,78,1004,27,SE,4.92,0,0
4825,2013,7,21,0,2,103,130,111,93,22,78,1005,26,SE,8.05,0,0
4826,2013,7,21,1,2,83,128,90,87,22,83,1005,25,SE,9.84,0,0
4827,2013,7,21,2,2,73,113,86,74,22,83,1004,25,SE,12.97,0,0
4828,2013,7,21,3,2,70,101,69,65,21,83,1004,24,SE,16.1,0,0
4829,2013,7,21,4,2,67,103,68,65,21,83,1004,24,cv,0.89,0,0
4830,2013,7,21,5,2,59,106,74,83,21,83,1005,24,cv,1.78,0,0
4831,2013,7,21,6,2,61,114,88,86,21,83,1005,24,SE,1.79,0,0
4832,2013,7,21,7,2,65,122,96,85,21,83,1005,24,NE,0.89,0,0
4833,2013,7,21,8,2,76,126,97,77,21,73,1005,26,cv,0.89,0,0
4834,2013,7,21,9,2,88,148,108,80,21,69,1005,27,cv,1.78,0,0
4835,2013,7,21,10,2,99,162,102,90,22,65,1005,29,cv,2.67,0,0
4836,2013,7,21,11,2,102,149,112,94,22,62,1005,30,SE,1.79,0,0
4837,2013,7,21,12,2,88,138,103,91,22,62,1005,30,cv,1.79,0,0
4838,2013,7,21,13,2,70,104,72,65,21,58,1005,30,SE,3.13,0,0
4839,2013,7,21,14,2,73,115,78,75,21,52,1004,32,cv,3.13,0,0
4840,2013,7,21,15,2,73,119,81,66,21,52,1003,32,SE,4.02,0,0
4841,2013,7,21,16,2,65,101,88,66,20,52,1003,31,SE,8.94,0,0
4842,2013,7,21,17,2,58,84,56,56,20,52,1003,31,SE,12.96,0,0
4843,2013,7,21,18,2,39,61,38,48,19,48,1004,31,SE,16.09,0,0
4844,2013,7,21,19,2,37,54,47,42,19,54,1004,29,SE,17.88,0,0
4845,2013,7,21,20,2,NA,54,NA,50,19,58,1004,28,SE,19.67,0,0
4846,2013,7,21,21,2,50,61,48,48,21,69,1005,27,SE,20.56,0,0
4847,2013,7,21,22,2,50,77,50,54,20,78,1005,24,SE,21.45,0,0
4848,2013,7,21,23,2,NA,NA,NA,61,21,83,1005,24,SE,22.34,0,0
4849,2013,7,22,0,2,NA,NA,NA,73,21,83,1005,24,SE,23.23,0,0
4850,2013,7,22,1,2,83,94,90,84,20,73,1005,25,SE,26.36,0,0
4851,2013,7,22,2,2,83,94,90,92,20,83,1004,23,SE,27.25,0,0
4852,2013,7,22,3,2,97,120,96,92,20,88,1005,22,SE,28.14,0,0
4853,2013,7,22,4,2,102,143,98,104,21,88,1005,23,SE,29.93,0,0
4854,2013,7,22,5,2,107,157,105,118,20,88,1005,22,cv,0.89,0,0
4855,2013,7,22,6,2,113,164,132,124,21,88,1005,23,SE,1.79,0,0
4856,2013,7,22,7,2,113,164,132,116,22,83,1004,25,SE,3.58,0,0
4857,2013,7,22,8,2,NA,NA,NA,99,21,69,1005,27,SE,5.37,0,0
4858,2013,7,22,9,2,NA,NA,NA,96,21,65,1005,28,cv,0.89,0,0
4859,2013,7,22,10,2,NA,NA,NA,NA,20,61,1004,28,SE,1.79,0,0
4860,2013,7,22,11,2,NA,NA,NA,NA,19,54,1004,29,SE,3.58,0,0
4861,2013,7,22,12,2,87,101,77,NA,20,55,1004,30,SE,5.37,0,0
4862,2013,7,22,13,2,86,85,83,NA,19,51,1004,30,SE,7.16,0,0
4863,2013,7,22,14,2,73,83,71,NA,20,55,1004,30,SE,10.29,0,0
4864,2013,7,22,15,2,64,85,70,NA,19,51,1003,30,SE,13.42,0,0
4865,2013,7,22,16,2,82,108,90,75,18,48,1002,30,SE,17.44,0,0
4866,2013,7,22,17,2,107,112,102,96,20,58,1002,29,SE,20.57,0,0
4867,2013,7,22,18,2,122,134,133,117,19,58,1001,28,SE,22.36,0,0
4868,2013,7,22,19,2,147,137,136,122,19,58,1002,28,SE,24.15,0,0
4869,2013,7,22,20,2,117,160,138,124,19,65,1003,26,SE,25.94,0,0
4870,2013,7,22,21,2,98,156,136,107,19,65,1003,26,cv,0.89,0,0
4871,2013,7,22,22,2,107,137,120,102,19,65,1003,26,SE,1.79,0,0
4872,2013,7,22,23,2,71,105,95,70,21,73,1003,26,cv,0.89,0,0
4873,2013,7,23,0,2,72,83,72,71,21,78,1002,25,cv,1.78,0,0
4874,2013,7,23,1,2,82,99,91,80,20,73,1002,25,cv,2.67,0,0
4875,2013,7,23,2,2,83,99,91,83,20,69,1002,26,SE,0.89,0,0
4876,2013,7,23,3,2,64,42,67,59,19,69,1002,25,SE,4.02,0,0
4877,2013,7,23,4,2,52,28,48,49,16,57,1001,25,SE,8.04,0,0
4878,2013,7,23,5,2,57,39,55,53,17,64,1002,24,SE,9.83,0,0
4879,2013,7,23,6,2,58,53,59,59,17,68,1002,23,SE,12.96,0,0
4880,2013,7,23,7,2,58,53,59,44,18,73,1002,23,SE,16.98,0,0
4881,2013,7,23,8,2,25,12,29,27,18,65,1002,25,cv,1.79,0,0
4882,2013,7,23,9,2,18,27,22,23,17,57,1001,26,SE,4.92,0,0
4883,2013,7,23,10,2,17,32,28,18,16,48,1001,28,NW,4.02,0,0
4884,2013,7,23,11,2,19,25,31,22,15,42,1000,29,cv,3.13,0,0
4885,2013,7,23,12,2,24,44,28,24,16,42,1000,30,SE,3.13,0,0
4886,2013,7,23,13,2,22,46,38,28,17,43,999,31,cv,3.13,0,0
4887,2013,7,23,14,2,27,46,29,26,17,40,998,32,SE,3.13,0,0
4888,2013,7,23,15,2,25,26,39,31,18,43,997,32,SE,7.15,0,0
4889,2013,7,23,16,2,25,26,39,31,17,43,997,31,SE,12.07,0,0
4890,2013,7,23,17,2,27,38,40,33,17,43,996,31,SE,16.99,0,0
4891,2013,7,23,18,2,34,43,44,41,18,48,997,30,SE,21.91,0,0
4892,2013,7,23,19,2,34,40,38,40,18,51,998,29,SE,25.93,0,0
4893,2013,7,23,20,2,43,41,41,46,18,54,998,28,SE,29.95,0,0
4894,2013,7,23,21,2,44,47,49,46,19,61,999,27,SE,33.08,0,0
4895,2013,7,23,22,2,47,52,55,48,19,69,999,25,SE,34.87,0,0
4896,2013,7,23,23,2,56,59,65,58,19,69,999,25,SE,36.66,0,0
4897,2013,7,24,0,2,65,60,71,64,19,73,999,24,SE,38.45,0,0
4898,2013,7,24,1,2,71,68,74,70,20,83,998,23,cv,0.89,0,0
4899,2013,7,24,2,2,73,78,74,75,20,88,998,22,NE,0.89,0,0
4900,2013,7,24,3,2,65,82,73,72,19,88,999,21,NW,0.89,0,0
4901,2013,7,24,4,2,70,84,77,80,20,88,999,22,NW,1.78,0,0
4902,2013,7,24,5,2,73,78,81,79,19,88,1000,21,NW,3.57,0,0
4903,2013,7,24,6,2,74,73,72,72,20,88,1000,22,NW,7.59,0,0
4904,2013,7,24,7,2,66,86,78,62,20,73,1000,25,NW,11.61,0,0
4905,2013,7,24,8,2,40,80,70,51,20,61,1001,28,NW,13.4,0,0
4906,2013,7,24,9,2,29,43,37,28,19,51,1001,30,cv,0.89,0,0
4907,2013,7,24,10,2,20,24,20,17,19,43,1000,33,cv,1.78,0,0
4908,2013,7,24,11,2,11,25,12,12,17,36,1000,34,cv,2.67,0,0
4909,2013,7,24,12,2,17,23,20,13,13,26,1000,35,NW,4.92,0,0
4910,2013,7,24,13,2,15,22,18,12,11,20,999,37,NW,10.73,0,0
4911,2013,7,24,14,2,10,35,29,15,12,22,999,37,NW,15.65,0,0
4912,2013,7,24,15,2,10,41,33,14,11,20,998,37,NW,21.46,0,0
4913,2013,7,24,16,2,NA,34,44,17,12,22,998,37,NW,28.61,0,0
4914,2013,7,24,17,2,NA,39,35,18,12,22,998,37,NW,34.42,0,0
4915,2013,7,24,18,2,NA,42,29,17,12,22,998,37,NW,38.44,0,0
4916,2013,7,24,19,2,NA,43,17,17,12,23,998,36,NW,42.46,0,0
4917,2013,7,24,20,2,NA,43,21,29,14,31,999,33,NW,44.25,0,0
4918,2013,7,24,21,2,NA,50,43,40,19,58,999,28,cv,0.89,0,0
4919,2013,7,24,22,2,NA,60,47,48,18,57,1000,27,NW,1.79,0,0
4920,2013,7,24,23,2,NA,80,42,38,18,61,1000,26,cv,0.89,0,0
4921,2013,7,25,0,2,NA,44,7,26,19,65,1000,26,cv,1.78,0,0
4922,2013,7,25,1,2,NA,44,7,36,20,73,1000,25,NE,1.79,0,0
4923,2013,7,25,2,2,NA,43,32,30,19,73,1000,24,NW,3.13,0,0
4924,2013,7,25,3,2,NA,16,21,18,18,73,1000,23,NW,7.15,0,0
4925,2013,7,25,4,2,NA,16,19,23,18,69,1000,24,NW,10.28,0,0
4926,2013,7,25,5,2,NA,15,19,18,17,64,1001,24,NW,12.07,0,0
4927,2013,7,25,6,2,NA,18,22,17,17,61,1001,25,NW,16.09,0,0
