No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
1599,2013,3,8,14,1,19,NA,15,-6,55.36,1011,2,NW,34,0,0
1600,2013,3,8,15,1,22,NA,16,-6,51.56,1011,3,NE,4,0,0
1601,2013,3,8,16,1,23,NA,17,-7,51.27,1010,2,NE,8,0,0
1602,2013,3,8,17,1,47,NA,27,-8,50.97,1010,1,NE,12,0,0
1603,2013,3,8,18,1,57,NA,39,-8,50.97,1009,1,NW,4,0,0
1604,2013,3,8,19,1,47,NA,41,-8,54.8,1009,0,NE,4,0,0
1605,2013,3,8,20,1,46,NA,32,-7,59.21,1009,0,NE,9,0,0
1606,2013,3,8,21,1,43,NA,32,-7,55.08,1009,1,NE,14,0,0
1607,2013,3,8,22,1,42,NA,31,-7,59.21,1008,0,NE,19,0,0
1608,2013,3,8,23,1,55,NA,48,-7,55.08,1007,1,NE,23,0,0
1609,2013,3,9,0,1,69,NA,57,-6,63.94,1006,0,NE,27,0,0
1610,2013,3,9,1,1,63,NA,54,-5,69,1004,0,NE,28,0,0
1611,2013,3,9,2,1,67,NA,55,-4,74.41,1003,0,NE,30,0,0
1612,2013,3,9,3,1,74,NA,72,-3,80.19,1000,0,NE,32,0,0
1613,2013,3,9,4,1,101,NA,NA,-3,74.59,997,1,SE,1,0,0
1614,2013,3,9,5,1,125,NA,118,-3,74.59,996,1,cv,0,0,0
1615,2013,3,9,6,1,137,NA,136,-2,86.37,995,0,SW,1,0,0
1616,2013,3,9,7,1,184,NA,130,-2,64.9,995,4,SW,3,0,0
1617,2013,3,9,8,1,212,NA,148,-1,69.85,995,4,NW,2,0,0
1618,2013,3,9,9,1,237,NA,182,0,65.36,995,6,NW,4,0,0
1619,2013,3,9,10,1,167,NA,161,1,65.59,997,7,NW,8,0,0
1620,2013,3,9,11,1,138,NA,125,-2,60.51,1000,5,NW,16,0,0
1621,2013,3,9,12,1,60,NA,55,-3,60.25,1003,4,NW,23,0,0
1622,2013,3,9,13,1,26,NA,21,-7,47.74,1006,3,NW,37,0,0
1623,2013,3,9,14,1,18,NA,13,NA,NA,NA,NA,NA,NA,0,0
1624,2013,3,9,15,1,20,NA,15,-9,43.88,1011,2,NW,8,0,0
1625,2013,3,9,16,1,22,NA,16,-10,46.84,1013,0,NW,17,0,0
1626,2013,3,9,17,1,27,NA,18,-10,46.84,1015,0,NW,24,0,0
1627,2013,3,9,18,1,30,NA,18,-11,50.08,1017,-2,NW,34,0,0
1628,2013,3,9,19,1,24,NA,12,-11,53.94,1020,-3,NW,43,0,0
1629,2013,3,9,20,1,19,NA,9,-12,53.65,1021,-4,NW,51,0,0
1630,2013,3,9,21,1,14,NA,11,-17,38.32,1023,-5,NW,58,0,0
1631,2013,3,9,22,1,11,NA,8,-16,41.67,1023,-5,NW,63,0,0
1632,2013,3,9,23,1,9,NA,7,-18,37.99,1024,-6,NW,72,0,0
1633,2013,3,10,0,1,11,NA,7,-19,34.88,1025,-6,NW,80,0,0
1634,2013,3,10,1,1,7,NA,6,-18,41.03,1025,-7,NW,86,0,0
1635,2013,3,10,2,1,8,NA,3,-19,37.67,1025,-7,NW,91,0,0
1636,2013,3,10,3,1,8,NA,3,-18,44.33,1025,-8,NW,95,0,0
1637,2013,3,10,4,1,8,NA,3,-19,40.7,1025,-8,NW,102,0,0
1638,2013,3,10,5,1,10,NA,8,-19,40.7,1026,-8,NW,107,0,0
1639,2013,3,10,6,1,13,NA,16,-19,40.7,1027,-8,NE,5,0,0
1640,2013,3,10,7,1,19,NA,29,-18,44.33,1027,-8,NE,8,0,0
1641,2013,3,10,8,1,18,NA,23,-18,41.03,1028,-7,NW,4,0,0
1642,2013,3,10,9,1,18,NA,24,-19,34.88,1029,-6,NE,3,0,0
1643,2013,3,10,10,1,23,NA,33,-18,32.65,1029,-4,NE,5,0,0
1644,2013,3,10,11,1,29,NA,38,-18,30.29,1028,-3,cv,2,0,0
1645,2013,3,10,12,1,36,NA,37,-17,30.61,1028,-2,NE,3,0,0
1646,2013,3,10,13,1,38,NA,35,-16,30.93,1027,-1,cv,1,0,0
1647,2013,3,10,14,1,42,NA,34,-15,31.25,1026,0,SW,2,0,0
1648,2013,3,10,15,1,50,NA,40,-16,28.75,1026,0,SW,5,0,0
1649,2013,3,10,16,1,60,NA,42,-15,31.25,1026,0,SW,8,0,0
1650,2013,3,10,17,1,66,NA,45,-13,39.6,1025,-1,SW,12,0,0
1651,2013,3,10,18,1,71,NA,48,-12,42.94,1026,-1,SW,14,0,0
1652,2013,3,10,19,1,80,NA,59,-11,50.08,1025,-2,SE,2,0,0
1653,2013,3,10,20,1,94,NA,63,-11,50.08,1026,-2,SE,4,0,0
1654,2013,3,10,21,1,NA,NA,91,-9,63.2,1027,-3,SW,2,0,0
1655,2013,3,10,22,1,105,NA,85,-8,68.33,1027,-3,SW,5,0,0
1656,2013,3,10,23,1,69,NA,48,-9,63.2,1027,-3,SW,8,0,0
1657,2013,3,11,0,1,64,NA,55,-8,73.65,1026,-4,SW,10,0,0
1658,2013,3,11,1,1,89,NA,80,-9,68.11,1025,-4,SE,2,0,0
1659,2013,3,11,2,1,78,NA,78,-9,68.11,1025,-4,SE,4,0,0
1660,2013,3,11,3,1,67,NA,74,-9,68.11,1024,-4,SE,6,0,0
1661,2013,3,11,4,1,65,NA,75,-9,68.11,1023,-4,SE,8,0,0
1662,2013,3,11,5,1,77,NA,77,-9,63.2,1022,-3,SE,11,0,0
1663,2013,3,11,6,1,78,NA,84,-10,58.41,1022,-3,SE,13,0,0
1664,2013,3,11,7,1,NA,NA,85,-8,63.45,1022,-2,SE,15,0,0
1665,2013,3,11,8,1,100,NA,63,-9,43.88,1022,2,SW,4,0,0
1666,2013,3,11,9,1,91,NA,60,-10,35.19,1021,4,SW,10,0,0
1667,2013,3,11,10,1,75,NA,57,-8,35.82,1021,6,SW,17,0,0
1668,2013,3,11,11,1,64,NA,42,-9,30.92,1020,7,SW,27,0,0
1669,2013,3,11,12,1,87,NA,41,-9,28.88,1019,8,SW,38,0,0
1670,2013,3,11,13,1,85,NA,49,-9,26.99,1018,9,SW,48,0,0
1671,2013,3,11,14,1,76,NA,49,-9,26.99,1017,9,SW,57,0,0
1672,2013,3,11,15,1,99,NA,51,-7,31.53,1016,9,SW,66,0,0
1673,2013,3,11,16,1,85,NA,49,-6,34.05,1015,9,SW,74,0,0
1674,2013,3,11,17,1,83,NA,49,-6,39.01,1015,7,SW,80,0,0
1675,2013,3,11,18,1,88,NA,66,-6,44.8,1015,5,SW,85,0,0
1676,2013,3,11,19,1,118,NA,75,-5,55.63,1015,3,SW,89,0,0
1677,2013,3,11,20,1,120,NA,56,-5,55.63,1015,3,SW,93,0,0
1678,2013,3,11,21,1,110,NA,43,-6,51.56,1016,3,SW,97,0,0
1679,2013,3,11,22,1,61,NA,35,-7,47.74,1016,3,SW,101,0,0
1680,2013,3,11,23,1,51,NA,38,-8,44.19,1016,3,SW,105,0,0
1681,2013,3,12,0,1,48,NA,38,-9,38.08,1015,4,SW,109,0,0
1682,2013,3,12,1,1,42,NA,36,-8,47.44,1015,2,SE,3,0,0
1683,2013,3,12,2,1,39,NA,35,-9,40.86,1014,3,SE,7,0,0
1684,2013,3,12,3,1,42,NA,36,-8,44.19,1013,3,SE,10,0,0
1685,2013,3,12,4,1,40,NA,39,-7,47.74,1012,3,SW,3,0,0
1686,2013,3,12,5,1,44,NA,43,-7,47.74,1012,3,SE,3,0,0
1687,2013,3,12,6,1,53,NA,50,-6,51.56,1012,3,SE,5,0,0
1688,2013,3,12,7,1,66,NA,57,-6,51.56,1012,3,SE,7,0,0
1689,2013,3,12,8,1,83,NA,66,-5,55.63,1013,3,SE,9,0,0
1690,2013,3,12,9,1,NA,NA,97,-3,64.66,1014,3,SW,4,0.2,0.2
1691,2013,3,12,10,1,NA,NA,108,-1,86.47,1015,1,SW,9,1.5,1.7
1692,2013,3,12,11,1,NA,NA,102,-1,92.96,1014,0,SE,2,2.1,3.8
1693,2013,3,12,12,1,116,NA,86,0,100,1013,0,SE,4,2.5,6.3
1694,2013,3,12,13,1,140,NA,88,0,100,1013,0,SW,1,2.1,8.4
1695,2013,3,12,14,1,168,NA,143,0,93.02,1013,1,NW,1,1.2,9.6
1696,2013,3,12,15,1,129,NA,120,0,100,1013,0,NW,3,1,10.6
1697,2013,3,12,16,1,97,NA,106,0,100,1013,0,NW,5,0.3,10.9
1698,2013,3,12,17,1,41,NA,36,0,100,1014,0,NW,10,0.1,11
1699,2013,3,12,18,1,41,NA,46,-2,92.91,1016,-1,NE,10,0.2,11.2
1700,2013,3,12,19,1,43,NA,32,-3,92.85,1017,-2,NW,8,0,0
1701,2013,3,12,20,1,52,NA,33,NA,NA,NA,NA,NA,NA,0,0
1702,2013,3,12,21,1,41,NA,46,-4,86.15,1018,-2,NE,4,0,0
1703,2013,3,12,22,1,23,NA,25,-5,79.89,1019,-2,NW,4,0,0
1704,2013,3,12,23,1,15,NA,19,-13,45.91,1020,-3,NW,12,0,0
1705,2013,3,13,0,1,11,NA,12,-15,41.99,1020,-4,NW,20,0,0
1706,2013,3,13,1,1,11,NA,8,-16,41.67,1021,-5,NW,26,0,0
1707,2013,3,13,2,1,14,NA,10,-16,44.97,1022,-6,NW,32,0,0
1708,2013,3,13,3,1,14,NA,12,-17,44.65,1022,-7,NW,37,0,0
1709,2013,3,13,4,1,12,NA,12,-17,44.65,1023,-7,NW,43,0,0
1710,2013,3,13,5,1,14,NA,14,-17,48.25,1023,-8,NW,49,0,0
1711,2013,3,13,6,1,18,NA,18,-18,47.93,1024,-9,NW,52,0,0
1712,2013,3,13,7,1,25,NA,20,-17,52.17,1025,-9,NW,55,0,0
1713,2013,3,13,8,1,29,NA,29,-16,52.47,1026,-8,NW,59,0,0
1714,2013,3,13,9,1,28,NA,29,-15,52.77,1027,-7,NW,64,0,0
1715,2013,3,13,10,1,24,NA,24,-15,48.87,1028,-6,NE,5,0,0
1716,2013,3,13,11,1,24,NA,24,-14,49.17,1028,-5,NW,4,0,0
1717,2013,3,13,12,1,22,NA,20,-14,45.6,1028,-4,NW,8,0,0
1718,2013,3,13,13,1,17,NA,15,-14,42.31,1028,-3,NW,12,0,0
1719,2013,3,13,14,1,18,NA,14,-14,42.31,1028,-3,NW,17,0,0
1720,2013,3,13,15,1,20,NA,18,-14,39.28,1028,-2,NW,22,0,0
1721,2013,3,13,16,1,24,NA,23,-14,39.28,1028,-2,NW,27,0,0
1722,2013,3,13,17,1,28,NA,26,-14,42.31,1028,-3,NE,3,0,0
1723,2013,3,13,18,1,35,NA,34,-15,38.96,1029,-3,NE,5,0,0
1724,2013,3,13,19,1,42,NA,60,-13,53.36,1029,-5,cv,1,0,0
1725,2013,3,13,20,1,48,NA,52,-13,62.18,1030,-7,SW,1,0,0
1726,2013,3,13,21,1,68,NA,125,-13,72.65,1030,-9,cv,1,0,0
1727,2013,3,13,22,1,135,NA,111,-13,67.19,1031,-8,SE,2,0,0
1728,2013,3,13,23,1,190,NA,158,-13,72.65,1030,-9,SE,4,0,0
1729,2013,3,14,0,1,157,NA,161,-14,72.44,1031,-10,SE,6,0,0
1730,2013,3,14,1,1,108,NA,106,-14,78.44,1030,-11,SE,8,0,0
1731,2013,3,14,2,1,94,NA,68,-14,78.44,1030,-11,SE,11,0,0
1732,2013,3,14,3,1,100,NA,76,-16,84.74,1030,-14,cv,1,0,0
1733,2013,3,14,4,1,93,NA,78,-13,85.11,1030,-11,SE,3,0,0
1734,2013,3,14,5,1,95,NA,93,-14,78.44,1030,-11,SE,6,0,0
1735,2013,3,14,6,1,95,NA,93,-15,78.27,1030,-12,SE,8,0,0
1736,2013,3,14,7,1,97,NA,88,-13,72.65,1029,-9,SE,10,0,0
1737,2013,3,14,8,1,99,NA,76,-13,62.18,1029,-7,SE,13,0,0
1738,2013,3,14,9,1,73,NA,67,-12,49.78,1029,-3,SW,4,0,0
1739,2013,3,14,10,1,61,NA,53,-12,46.22,1029,-2,SW,12,0,0
1740,2013,3,14,11,1,40,NA,53,-12,42.94,1028,-1,SW,19,0,0
1741,2013,3,14,12,1,34,NA,35,-10,46.84,1027,0,SW,26,0,0
1742,2013,3,14,13,1,36,NA,31,-12,37.13,1025,1,SW,34,0,0
1743,2013,3,14,14,1,32,NA,29,-9,47.14,1025,1,SW,40,0,0
1744,2013,3,14,15,1,36,NA,30,-8,50.97,1024,1,SW,48,0,0
1745,2013,3,14,16,1,43,NA,41,-8,50.97,1023,1,SW,55,0,0
1746,2013,3,14,17,1,59,NA,52,-7,55.08,1023,1,SW,61,0,0
1747,2013,3,14,18,1,75,NA,54,-7,59.21,1023,0,SW,66,0,0
1748,2013,3,14,19,1,75,NA,53,-6,63.94,1023,0,SW,73,0,0
1749,2013,3,14,20,1,83,NA,76,-7,59.21,1022,0,SW,78,0,0
1750,2013,3,14,21,1,89,NA,62,-6,63.94,1022,0,SW,81,0,0
1751,2013,3,14,22,1,74,NA,55,-7,59.21,1022,0,SW,85,0,0
1752,2013,3,14,23,1,74,NA,60,-6,63.94,1021,0,SW,89,0,0
1753,2013,3,15,0,1,87,NA,71,-7,59.21,1021,0,SW,93,0,0
1754,2013,3,15,1,1,96,NA,80,-7,59.21,1020,0,SW,97,0,0
1755,2013,3,15,2,1,91,NA,82,-7,59.21,1021,0,SW,100,0,0
1756,2013,3,15,3,1,91,NA,92,-7,59.21,1020,0,SW,104,0,0
1757,2013,3,15,4,1,100,NA,90,-7,59.21,1019,0,SW,108,0,0
1758,2013,3,15,5,1,102,NA,88,-6,68.78,1019,-1,SE,3,0,0
1759,2013,3,15,6,1,101,NA,94,-7,63.69,1019,-1,SE,6,0,0
1760,2013,3,15,7,1,101,NA,93,-7,59.21,1020,0,SE,9,0,0
1761,2013,3,15,8,1,105,NA,100,-6,55.36,1020,2,SE,12,0,0
1762,2013,3,15,9,1,NA,NA,NA,-6,51.56,1020,3,SW,5,0,0
1763,2013,3,15,10,1,NA,NA,NA,-5,51.84,1019,4,SW,9,0,0
1764,2013,3,15,11,1,NA,NA,NA,-4,52.13,1019,5,SW,15,0,0
1765,2013,3,15,12,1,146,NA,119,-2,52.7,1018,7,SW,20,0,0
1766,2013,3,15,13,1,158,NA,129,-1,52.98,1017,8,SW,24,0,0
1767,2013,3,15,14,1,158,NA,134,-1,52.98,1017,8,SW,29,0,0
1768,2013,3,15,15,1,163,NA,136,-1,49.51,1017,9,SW,34,0,0
1769,2013,3,15,16,1,199,NA,122,-1,52.98,1017,8,SW,37,0,0
1770,2013,3,15,17,1,170,NA,121,-1,56.72,1017,7,SW,38,0,0
1771,2013,3,15,18,1,144,NA,123,-2,60.51,1018,5,SE,2,0,0
1772,2013,3,15,19,1,174,NA,130,-2,69.64,1019,3,cv,0,0,0
1773,2013,3,15,20,1,NA,NA,142,-2,74.78,1020,2,SE,1,0,0
1774,2013,3,15,21,1,177,NA,143,-1,74.96,1021,3,SE,2,0,0
1775,2013,3,15,22,1,174,NA,199,-1,74.96,1022,3,SE,4,0,0
1776,2013,3,15,23,1,180,NA,135,-1,74.96,1022,3,SE,6,0,0
1777,2013,3,16,0,1,180,NA,112,-1,80.49,1022,2,SE,9,0,0
1778,2013,3,16,1,1,218,NA,128,-2,80.34,1023,1,NW,2,0,0
1779,2013,3,16,2,1,NA,NA,138,-1,86.47,1023,1,SE,2,0,0
1780,2013,3,16,3,1,230,NA,192,-3,86.26,1024,-1,cv,1,0,0
1781,2013,3,16,4,1,221,NA,199,-3,92.85,1024,-2,cv,1,0,0
1782,2013,3,16,5,1,174,NA,202,-3,92.85,1025,-2,NE,3,0,0
1783,2013,3,16,6,1,140,NA,161,-4,92.79,1026,-3,NE,6,0,0
1784,2013,3,16,7,1,157,NA,115,-2,86.37,1026,0,NE,10,0,0
1785,2013,3,16,8,1,109,NA,112,-1,86.47,1026,1,NE,12,0,0
1786,2013,3,16,9,1,86,NA,119,-2,69.64,1027,3,NE,14,0,0
1787,2013,3,16,10,1,81,NA,83,-3,60.25,1026,4,NE,16,0,0
1788,2013,3,16,11,1,72,NA,58,-4,48.63,1026,6,NE,17,0,0
1789,2013,3,16,12,1,78,NA,56,-5,42.1,1025,7,cv,1,0,0
1790,2013,3,16,13,1,64,NA,55,-5,39.32,1024,8,cv,3,0,0
1791,2013,3,16,14,1,81,NA,42,-5,36.74,1023,9,SW,2,0,0
1792,2013,3,16,15,1,54,NA,39,-4,39.63,1022,9,SW,5,0,0
1793,2013,3,16,16,1,33,NA,22,-4,37.05,1021,10,SW,8,0,0
1794,2013,3,16,17,1,42,NA,34,-2,43.01,1020,10,SW,11,0,0
1795,2013,3,16,18,1,78,NA,61,-1,56.72,1019,7,SW,13,0,0
1796,2013,3,16,19,1,103,NA,75,-3,52.41,1019,6,SW,15,0,0
1797,2013,3,16,20,1,130,NA,101,-3,60.25,1019,4,SW,17,0,0
1798,2013,3,16,21,1,141,NA,114,-2,69.64,1019,3,SW,19,0,0
1799,2013,3,16,22,1,214,NA,172,-2,64.9,1018,4,SW,22,0,0
1800,2013,3,16,23,1,217,NA,170,-2,64.9,1017,4,SW,25,0,0
1801,2013,3,17,0,1,213,NA,181,-2,69.64,1016,3,SW,27,0,0
1802,2013,3,17,1,1,202,NA,161,-1,80.49,1016,2,SW,30,0,0
1803,2013,3,17,2,1,172,NA,152,-1,80.49,1014,2,SW,32,0,0
1804,2013,3,17,3,1,151,NA,145,-1,86.47,1013,1,SW,33,0,0
1805,2013,3,17,4,1,179,NA,143,-1,86.47,1011,1,SE,2,0,0
1806,2013,3,17,5,1,193,NA,143,-1,80.49,1010,2,SW,2,0,0
1807,2013,3,17,6,1,191,NA,169,-1,86.47,1010,1,SW,5,0,0
1808,2013,3,17,7,1,225,NA,206,-1,80.49,1010,2,SW,7,0,0
1809,2013,3,17,8,1,258,NA,230,0,75.14,1009,4,SW,10,0,0
1810,2013,3,17,9,1,254,NA,220,1,70.27,1010,6,SW,13,0,0
1811,2013,3,17,10,1,236,NA,213,2,70.47,1009,7,SW,18,0,0
1812,2013,3,17,11,1,243,NA,215,2,70.47,1008,7,SW,25,0,0
1813,2013,3,17,12,1,245,NA,216,3,81.06,1007,6,SW,29,0,0
1814,2013,3,17,13,1,255,NA,215,4,86.99,1007,6,SW,32,0,0
1815,2013,3,17,14,1,249,NA,212,5,87.09,1005,7,SW,34,0,0
1816,2013,3,17,15,1,254,NA,212,4,81.2,1005,7,SW,36,0,0
1817,2013,3,17,16,1,258,NA,209,4,86.99,1005,6,SW,37,0,0
1818,2013,3,17,17,1,220,NA,155,4,86.99,1004,6,SE,1,0,0
1819,2013,3,17,18,1,NA,NA,NA,3,86.89,1003,5,SE,2,0,0
1820,2013,3,17,19,1,113,NA,103,2,80.92,1003,5,SE,5,0,0
1821,2013,3,17,20,1,102,NA,85,2,80.92,1002,5,SE,8,0,0
1822,2013,3,17,21,1,104,NA,90,2,80.92,1002,5,SW,2,0,0
1823,2013,3,17,22,1,111,NA,89,2,80.92,1001,5,SW,5,0,0
1824,2013,3,17,23,1,132,NA,96,2,80.92,1001,5,SW,9,0,0
1825,2013,3,18,0,1,134,NA,105,1,75.32,1001,5,SW,12,0,0
1826,2013,3,18,1,1,169,NA,133,1,75.32,1000,5,SW,15,0,0
1827,2013,3,18,2,1,153,NA,156,2,86.79,1002,4,NW,4,0,0
1828,2013,3,18,3,1,7,NA,8,2,93.13,1002,3,SW,5,0,0
1829,2013,3,18,4,1,3,NA,3,-4,74.41,1004,0,NW,9,0,0
1830,2013,3,18,5,1,3,NA,3,-5,79.89,1006,-2,NW,17,0,0
1831,2013,3,18,6,1,3,NA,3,-5,79.89,1007,-2,NW,23,0,0
1832,2013,3,18,7,1,8,NA,8,-5,79.89,1009,-2,NW,28,0,0
1833,2013,3,18,8,1,14,NA,15,-5,79.89,1009,-2,NW,34,0.1,0.1
1834,2013,3,18,9,1,17,NA,19,-5,86.04,1010,-3,NW,40,0.1,0.2
1835,2013,3,18,10,1,12,NA,13,-6,79.73,1010,-3,NW,47,0,0
1836,2013,3,18,11,1,13,NA,9,-8,63.45,1011,-2,NW,54,0,0
1837,2013,3,18,12,1,13,NA,9,-10,58.41,1011,-3,NW,61,0,0
1838,2013,3,18,13,1,8,NA,8,-10,54.23,1011,-2,NW,67,0,0
1839,2013,3,18,14,1,7,NA,9,-11,46.53,1010,-1,NE,7,0,0
1840,2013,3,18,15,1,NA,NA,NA,-14,36.5,1011,-1,NE,13,0,0
1841,2013,3,18,16,1,NA,NA,NA,-14,36.5,1011,-1,NW,5,0,0
1842,2013,3,18,17,1,NA,NA,NA,-14,36.5,1011,-1,NE,4,0,0
1843,2013,3,18,18,1,NA,NA,NA,-15,38.96,1010,-3,NE,9,0,0
1844,2013,3,18,19,1,NA,NA,NA,-14,45.6,1010,-4,NE,12,0,0
1845,2013,3,18,20,1,NA,NA,NA,-13,49.48,1010,-4,NE,14,0,0
1846,2013,3,18,21,1,NA,NA,NA,-12,53.65,1010,-4,SE,3,0,0
1847,2013,3,18,22,1,NA,NA,NA,-12,62.44,1011,-6,SE,4,0,0
1848,2013,3,18,23,1,NA,NA,NA,-12,57.86,1010,-5,NE,2,0,0
1849,2013,3,19,0,1,NA,NA,NA,-10,67.88,1010,-5,NE,5,0,0
1850,2013,3,19,1,1,NA,NA,NA,-10,62.95,1010,-4,NE,8,0,0
1851,2013,3,19,2,1,NA,NA,NA,-10,62.95,1010,-4,NE,10,0,0
1852,2013,3,19,3,1,NA,NA,NA,-10,62.95,1012,-4,cv,1,0,0
1853,2013,3,19,4,1,NA,NA,NA,-10,62.95,1012,-4,SE,1,0,0
1854,2013,3,19,5,1,NA,NA,NA,-9,68.11,1012,-4,cv,1,0,0
1855,2013,3,19,6,1,NA,NA,NA,-9,73.45,1013,-5,NW,2,0,0
1856,2013,3,19,7,1,NA,NA,NA,-7,79.58,1014,-4,cv,1,0,0
1857,2013,3,19,8,1,NA,NA,NA,-9,58.68,1015,-2,NW,3,0,0
1858,2013,3,19,9,1,NA,NA,NA,-11,50.08,1016,-2,NW,8,0,0
1859,2013,3,19,10,1,NA,NA,NA,-9,68.11,1017,-4,NW,16,0,0
1860,2013,3,19,11,1,23,NA,13,-10,67.88,1018,-5,NW,23,0,0
1861,2013,3,19,12,1,21,NA,10,-11,58.13,1019,-4,NW,29,0,0
1862,2013,3,19,13,1,17,NA,10,-11,58.13,1020,-4,NW,34,0,0
1863,2013,3,19,14,1,14,NA,18,-17,35.53,1020,-4,NW,39,0,0
1864,2013,3,19,15,1,16,NA,13,-18,32.65,1020,-4,NW,44,0,0
1865,2013,3,19,16,1,15,NA,14,-17,35.53,1020,-4,NE,4,0,0
1866,2013,3,19,17,1,22,NA,26,-18,32.65,1020,-4,NW,5,0,0
1867,2013,3,19,18,1,25,NA,30,-18,32.65,1020,-4,NE,6,0,0
1868,2013,3,19,19,1,24,NA,24,-17,38.32,1021,-5,NW,5,0,0
1869,2013,3,19,20,1,33,NA,22,-16,38.64,1022,-4,NE,4,0,0
1870,2013,3,19,21,1,28,NA,17,-18,32.65,1022,-4,NE,8,0,0
1871,2013,3,19,22,1,NA,NA,NA,-19,32.32,1022,-5,NE,12,0,0
1872,2013,3,19,23,1,29,NA,26,-18,35.21,1022,-5,NE,15,0,0
1873,2013,3,20,0,1,25,NA,31,-17,41.35,1022,-6,NW,3,0,0
1874,2013,3,20,1,1,13,NA,13,-17,41.35,1022,-6,NW,6,0,0
1875,2013,3,20,2,1,10,NA,13,-18,41.03,1022,-7,NW,11,0,0
1876,2013,3,20,3,1,NA,NA,NA,-19,37.67,1022,-7,NW,15,0,0
1877,2013,3,20,4,1,12,NA,10,-20,37.34,1022,-8,NW,20,0,0
1878,2013,3,20,5,1,17,NA,14,-20,37.34,1022,-8,NW,25,0,0
1879,2013,3,20,6,1,20,NA,16,-20,40.37,1022,-9,NW,30,0,0
1880,2013,3,20,7,1,25,NA,17,-20,37.34,1022,-8,NW,35,0,0
1881,2013,3,20,8,1,22,NA,19,-20,34.55,1022,-7,NW,40,0,0
1882,2013,3,20,9,1,18,NA,13,-21,29.33,1023,-6,NW,45,0,0
1883,2013,3,20,10,1,18,NA,14,-21,29.33,1023,-6,NW,52,0,0
1884,2013,3,20,11,1,23,NA,14,-19,32.32,1023,-5,NW,58,0,0
1885,2013,3,20,12,1,23,NA,13,-20,29.65,1022,-5,NW,64,0,0
1886,2013,3,20,13,1,18,NA,12,-19,29.97,1022,-4,NW,71,0,0
1887,2013,3,20,14,1,14,NA,14,-18,30.29,1022,-3,NW,78,0,0
1888,2013,3,20,15,1,14,NA,11,-18,30.29,1021,-3,NW,83,0,0
1889,2013,3,20,16,1,16,NA,12,-19,27.81,1021,-3,NW,88,0,0
1890,2013,3,20,17,1,31,NA,16,-19,27.81,1021,-3,NW,92,0,0
1891,2013,3,20,18,1,59,NA,21,-19,29.97,1020,-4,NW,95,0,0
1892,2013,3,20,19,1,55,NA,28,-16,41.67,1021,-5,SW,3,0,0
1893,2013,3,20,20,1,44,NA,28,-16,41.67,1021,-5,SW,5,0,0
1894,2013,3,20,21,1,58,NA,63,-13,57.58,1020,-6,SW,7,0,0
1895,2013,3,20,22,1,57,NA,57,-12,62.44,1020,-6,SW,9,0,0
1896,2013,3,20,23,1,58,NA,60,-12,62.44,1020,-6,SW,12,0,0
1897,2013,3,21,0,1,48,NA,40,-13,57.58,1019,-6,SW,15,0,0
1898,2013,3,21,1,1,37,NA,27,-14,53.07,1018,-6,SW,18,0,0
1899,2013,3,21,2,1,34,NA,22,-15,48.87,1017,-6,SW,21,0,0
1900,2013,3,21,3,1,28,NA,21,-15,48.87,1016,-6,SE,4,0,0
1901,2013,3,21,4,1,25,NA,41,-15,48.87,1014,-6,SE,7,0,0
1902,2013,3,21,5,1,37,NA,39,-14,49.17,1013,-5,SE,11,0,0
1903,2013,3,21,6,1,66,NA,58,-12,53.65,1012,-4,SE,14,0,0
1904,2013,3,21,7,1,83,NA,78,-10,54.23,1011,-2,SW,5,0,0
1905,2013,3,21,8,1,77,NA,73,-10,46.84,1010,0,SW,12,0,0
1906,2013,3,21,9,1,74,NA,68,-10,40.55,1009,2,SW,21,0,0
1907,2013,3,21,10,1,72,NA,58,-9,38.08,1008,4,SW,30,0,0
1908,2013,3,21,11,1,NA,NA,52,-9,38.08,1007,4,SW,40,0,0
1909,2013,3,21,12,1,93,NA,75,-6,44.8,1005,5,SW,51,0,0
1910,2013,3,21,13,1,115,NA,99,-5,48.34,1005,5,SW,60,0,0
1911,2013,3,21,14,1,NA,NA,NA,-4,55.91,1004,4,SW,69,0,0
1912,2013,3,21,15,1,106,NA,94,-4,55.91,1005,4,SW,76,0,0
1913,2013,3,21,16,1,109,NA,95,-3,56.18,1005,5,SW,81,0,0
1914,2013,3,21,17,1,110,NA,94,-4,52.13,1006,5,SW,86,0,0
1915,2013,3,21,18,1,114,NA,80,-4,55.91,1007,4,SW,90,0,0
1916,2013,3,21,19,1,95,NA,80,-4,64.42,1009,2,SW,92,0,0
1917,2013,3,21,20,1,104,NA,89,-4,64.42,1010,2,SW,94,0.4,0.4
1918,2013,3,21,21,1,27,NA,21,-1,86.47,1012,1,SW,97,0.2,0.6
1919,2013,3,21,22,1,16,NA,13,-10,43.57,1013,1,NW,6,0,0
1920,2013,3,21,23,1,12,NA,11,-13,36.82,1014,0,NW,12,0,0
1921,2013,3,22,0,1,10,NA,6,-15,33.61,1016,-1,NW,19,0,0
1922,2013,3,22,1,1,9,NA,5,-15,36.18,1017,-2,NW,25,0,0
1923,2013,3,22,2,1,13,NA,8,-16,38.64,1018,-4,NW,32,0,0
